matchday,team,player,role,vote,fantavote,vote_raw,fantavote_raw
1,Como,Goldaniga,d,5.0,4.5,5,"4,5"
1,Como,Sala M.,d,5.0,4.5,5,"4,5"
1,Como,Moreno Alb.,d,5.0,5.0,5,5
1,Como,Verdi,c,5.5,5.0,"5,5",5
1,Como,Baselli,c,6.0,6.0,6,6
1,Como,Strefezza,c,6.0,6.0,6,6
1,Como,Da Cunha,c,5.5,5.5,"5,5","5,5"
1,Como,Abildgaard,c,55.0,55.0,55,55
1,Como,Braunoder,c,5.5,5.5,"5,5","5,5"
1,Como,Engelhardt,c,5.0,4.5,5,"4,5"
1,Como,Cerri,a,5.5,5.5,"5,5","5,5"
1,Como,Belotti,a,5.5,5.5,"5,5","5,5"
1,Como,Cutrone,a,5.5,5.5,"5,5","5,5"
1,Como,Gabrielloni,a,6.0,6.0,6,6
1,Como,Fabregas,all,5.5,5.5,"5,5","5,5"
1,Empoli,Vasquez D.,p,6.0,6.0,6,6
1,Empoli,Pezzella Giu.,d,6.0,6.0,6,6
1,Empoli,Walukiewicz,d,6.5,6.5,"6,5","6,5"
1,Empoli,Ismajli,d,6.5,6.5,"6,5","6,5"
1,Empoli,Viti,d,6.0,6.0,6,6
1,Empoli,Cacace,d,55.0,55.0,55,55
1,Empoli,Haas,c,55.0,55.0,55,55
1,Empoli,Henderson L.,c,6.5,6.5,"6,5","6,5"
1,Empoli,Gyasi,c,6.0,6.0,6,6
1,Empoli,Maleh,c,6.0,6.0,6,6
1,Empoli,Fazzini,c,6.5,6.0,"6,5",6
1,Empoli,Caputo,a,55.0,55.0,55,55
1,Empoli,Esposito Se.,a,6.0,6.0,6,6
1,Empoli,Colombo,a,5.5,5.5,"5,5","5,5"
1,Empoli,Ekong,a,55.0,55.0,55,55
1,Empoli,Solbakken,a,6.5,6.5,"6,5","6,5"
1,Empoli,D'Aversa,all,6.0,6.0,6,6
1,Fiorentina,Terracciano,p,6.5,5.5,"6,5","5,5"
1,Fiorentina,Biraghi,d,6.5,9.5,"6,5","9,5"
1,Fiorentina,Martinez Quarta,d,5.5,5.5,"5,5","5,5"
1,Fiorentina,Parisi,d,6.0,6.0,6,6
1,Fiorentina,Pongracic,d,4.5,3.5,"4,5","3,5"
1,Fiorentina,Dodo',d,6.0,6.0,6,6
1,Fiorentina,Kayode,d,6.0,6.0,6,6
1,Fiorentina,Comuzzo,d,5.5,5.5,"5,5","5,5"
1,Fiorentina,Mandragora,c,5.5,5.5,"5,5","5,5"
1,Fiorentina,Sottil,c,55.0,55.0,55,55
1,Fiorentina,Amrabat,c,6.0,6.0,6,6
1,Fiorentina,Ikone',c,6.0,6.0,6,6
1,Fiorentina,Bianco,c,6.0,6.0,6,6
1,Fiorentina,Colpani,c,6.0,6.0,6,6
1,Fiorentina,Kean,a,5.5,5.5,"5,5","5,5"
1,Fiorentina,Kouame',a,5.5,5.5,"5,5","5,5"
1,Fiorentina,Palladino,all,6.0,6.0,6,6
1,Genoa,Gollini,p,6.0,3.5,6,"3,5"
1,Genoa,Sabelli,d,5.5,5.5,"5,5","5,5"
1,Genoa,Bani,d,5.5,5.5,"5,5","5,5"
1,Genoa,Martin,d,6.5,6.5,"6,5","6,5"
1,Genoa,Vasquez,d,5.5,5.5,"5,5","5,5"
1,Genoa,Zanoli,d,6.0,6.0,6,6
1,Genoa,De Winter,d,5.0,5.0,5,5
1,Genoa,Vogliacco,d,7.0,10.0,7,10
1,Genoa,Badelj,c,7.0,7.0,7,7
1,Genoa,Thorsby,c,6.0,6.0,6,6
1,Genoa,Malinovskyi,c,6.5,6.5,"6,5","6,5"
1,Genoa,Messias,c,6.5,6.5,"6,5","6,5"
1,Genoa,Frendrup,c,6.5,6.5,"6,5","6,5"
1,Genoa,Vitinha O.,a,6.0,6.0,6,6
1,Genoa,Ekhator,a,55.0,55.0,55,55
1,Genoa,Gilardino,all,7.0,6.5,7,"6,5"
1,Inter,Sommer,p,5.5,6.5,"5,5","6,5"
1,Inter,Dimarco,d,6.0,6.0,6,6
1,Inter,Acerbi,d,5.0,5.0,5,5
1,Inter,Bastoni,d,6.5,6.5,"6,5","6,5"
1,Inter,Darmian,d,5.5,5.5,"5,5","5,5"
1,Inter,Dumfries,d,6.0,6.0,6,6
1,Inter,Carlos Augusto,d,6.0,6.0,6,6
1,Inter,Bisseck,d,4.5,4.5,"4,5","4,5"
1,Inter,Barella,c,7.0,8.0,7,8
1,Inter,Calhanoglu,c,5.5,5.5,"5,5","5,5"
1,Inter,Mkhitaryan,c,6.0,5.5,6,"5,5"
1,Inter,Frattesi,c,6.5,7.5,"6,5","7,5"
1,Inter,Asllani,c,55.0,55.0,55,55
1,Inter,Martinez L.,a,5.0,5.0,5,5
1,Inter,Thuram,a,7.5,13.5,"7,5","13,5"
1,Inter,Taremi,a,6.5,6.5,"6,5","6,5"
1,Inter,Inzaghi S.,all,5.5,5.0,"5,5",5
1,Juventus,Di Gregorio,p,6.0,6.0,6,6
1,Juventus,Bremer,d,6.0,6.0,6,6
1,Juventus,Cambiaso,d,7.0,9.5,7,"9,5"
1,Juventus,Gatti,d,6.0,6.0,6,6
1,Juventus,Cabal,d,6.5,6.5,"6,5","6,5"
1,Juventus,Savona,d,6.0,6.0,6,6
1,Juventus,Locatelli,c,6.5,6.0,"6,5",6
1,Juventus,Fagioli,c,6.0,6.0,6,6
1,Juventus,Weah,c,7.0,10.0,7,10
1,Juventus,Douglas Luiz,c,6.0,6.0,6,6
1,Juventus,Thuram K.,c,6.5,6.5,"6,5","6,5"
1,Juventus,Vlahovic,a,6.5,6.5,"6,5","6,5"
1,Juventus,Yildiz,a,7.0,8.0,7,8
1,Juventus,Mbangula,a,7.0,11.0,7,11
1,Juventus,Thiago Motta,all,7.0,7.0,7,7
1,Lazio,Provedel,p,6.5,5.5,"6,5","5,5"
1,Lazio,Romagnoli,d,6.0,6.0,6,6
1,Lazio,Marusic,d,6.0,6.0,6,6
1,Lazio,Lazzari,d,6.5,6.5,"6,5","6,5"
1,Lazio,Casale,d,6.5,6.5,"6,5","6,5"
1,Lazio,Vecino,c,6.0,6.0,6,6
1,Lazio,Zaccagni,c,7.0,10.0,7,10
1,Lazio,Guendouzi,c,6.0,6.0,6,6
1,Lazio,Castrovilli,c,55.0,55.0,55,55
1,Lazio,Rovella,c,5.5,5.5,"5,5","5,5"
1,Lazio,Tchaouna,c,6.0,6.0,6,6
1,Lazio,Dele-Bashiru,c,7.0,7.0,7,7
1,Lazio,Pedro,a,55.0,55.0,55,55
1,Lazio,Castellanos,a,7.5,10.0,"7,5",10
1,Lazio,Isaksen,a,6.0,6.0,6,6
1,Lazio,Noslin,a,6.5,6.5,"6,5","6,5"
1,Lazio,Baroni,all,7.0,7.0,7,7
1,Lecce,Falcone,p,6.0,2.0,6,2
1,Lecce,Gallo,d,5.0,5.0,5,5
1,Lecce,Baschirotto,d,4.5,4.5,"4,5","4,5"
1,Lecce,Gendrey,d,5.0,5.0,5,5
1,Lecce,Dorgu,d,5.5,5.5,"5,5","5,5"
1,Lecce,Gaspar K.,d,4.5,4.5,"4,5","4,5"
1,Lecce,Coulibaly L.,c,5.0,5.0,5,5
1,Lecce,Berisha M.,c,55.0,55.0,55,55
1,Lecce,Rafia,c,5.0,5.0,5,5
1,Lecce,Ramadani,c,5.5,5.5,"5,5","5,5"
1,Lecce,Pierret,c,5.5,5.5,"5,5","5,5"
1,Lecce,Tete Morente,c,5.5,5.5,"5,5","5,5"
1,Lecce,Marchwinski,c,55.0,55.0,55,55
1,Lecce,Banda,a,5.5,5.5,"5,5","5,5"
1,Lecce,Krstovic,a,5.0,5.0,5,5
1,Lecce,Pierotti,a,5.5,5.5,"5,5","5,5"
1,Lecce,Gotti,all,5.0,5.0,5,5
1,Milan,Maignan,p,7.0,5.0,7,5
1,Milan,Calabria,d,5.0,5.0,5,5
1,Milan,Hernandez T.,d,6.0,6.0,6,6
1,Milan,Tomori,d,5.5,5.5,"5,5","5,5"
1,Milan,Thiaw,d,4.5,2.5,"4,5","2,5"
1,Milan,Pulisic,c,5.0,5.0,5,5
1,Milan,Bennacer,c,6.5,6.5,"6,5","6,5"
1,Milan,Loftus-Cheek,c,6.0,6.0,6,6
1,Milan,Chukwueze,c,5.5,5.5,"5,5","5,5"
1,Milan,Saelemaekers,c,5.5,5.0,"5,5",5
1,Milan,Musah,c,6.5,7.5,"6,5","7,5"
1,Milan,Reijnders,c,6.0,6.0,6,6
1,Milan,Morata,a,6.5,9.0,"6,5",9
1,Milan,Jovic,a,5.0,4.5,5,"4,5"
1,Milan,Leao,a,5.0,5.0,5,5
1,Milan,Okafor,a,7.0,10.0,7,10
1,Milan,Fonseca,all,6.0,6.0,6,6
1,Monza,Pizzignacco,p,6.5,6.5,"6,5","6,5"
1,Monza,Izzo,d,6.5,6.5,"6,5","6,5"
1,Monza,Kyriakopoulos,d,6.0,6.0,6,6
1,Monza,Mari',d,5.5,5.5,"5,5","5,5"
1,Monza,Caldirola,d,5.5,5.5,"5,5","5,5"
1,Monza,Birindelli,d,6.0,6.0,6,6
1,Monza,Gagliardini,c,5.5,5.5,"5,5","5,5"
1,Monza,Pessina,c,5.5,5.5,"5,5","5,5"
1,Monza,Maldini,c,5.5,5.0,"5,5",5
1,Monza,Vignato S.,c,5.0,5.0,5,5
1,Monza,Bondo,c,6.0,6.0,6,6
1,Monza,Petagna,a,5.0,5.0,5,5
1,Monza,Caprari,a,6.0,6.0,6,6
1,Monza,Mota,a,5.5,5.5,"5,5","5,5"
1,Monza,Nesta,all,5.5,5.5,"5,5","5,5"
1,Napoli,Meret,p,6.0,3.0,6,3
1,Napoli,Juan Jesus,d,4.5,4.5,"4,5","4,5"
1,Napoli,Spinazzola,d,5.5,5.5,"5,5","5,5"
1,Napoli,Di Lorenzo,d,4.5,4.5,"4,5","4,5"
1,Napoli,Rrahmani,d,4.5,4.5,"4,5","4,5"
1,Napoli,Mazzocchi,d,4.5,4.5,"4,5","4,5"
1,Napoli,Olivera,d,5.0,5.0,5,5
1,Napoli,Politano,c,5.0,5.0,5,5
1,Napoli,Zambo Anguissa,c,5.0,5.0,5,5
1,Napoli,Lobotka,c,4.5,4.5,"4,5","4,5"
1,Napoli,Simeone,a,5.0,5.0,5,5
1,Napoli,Raspadori,a,5.0,4.5,5,"4,5"
1,Napoli,Kvaratskhelia,a,5.5,5.5,"5,5","5,5"
1,Napoli,Ngonge,a,6.0,6.0,6,6
1,Napoli,Cheddira,a,55.0,55.0,55,55
1,Napoli,Conte,all,4.5,4.5,"4,5","4,5"
1,Parma,Suzuki,p,5.5,4.5,"5,5","4,5"
1,Parma,Balogh,d,6.5,6.0,"6,5",6
1,Parma,Valeri,d,6.0,6.0,6,6
1,Parma,Circati,d,6.5,6.0,"6,5",6
1,Parma,Coulibaly W.,d,6.0,6.0,6,6
1,Parma,Cyprien,c,5.5,5.5,"5,5","5,5"
1,Parma,Estevez,c,5.5,5.0,"5,5",5
1,Parma,Sohm,c,6.5,6.5,"6,5","6,5"
1,Parma,Man,c,7.0,10.0,7,10
1,Parma,Camara D.,c,6.0,6.0,6,6
1,Parma,Bernabe',c,5.5,5.5,"5,5","5,5"
1,Parma,Hainaut,c,5.5,5.5,"5,5","5,5"
1,Parma,Mihaila,a,5.5,5.5,"5,5","5,5"
1,Parma,Cancellieri,a,6.0,6.0,6,6
1,Parma,Almqvist,a,6.0,6.0,6,6
1,Parma,Bonny,a,6.5,7.5,"6,5","7,5"
1,Parma,Pecchia,all,6.0,6.0,6,6
1,Roma,Svilar,p,6.5,6.5,"6,5","6,5"
1,Roma,Mancini,d,6.0,6.0,6,6
1,Roma,N'Dicka,d,6.0,6.0,6,6
1,Roma,Celik,d,5.5,5.5,"5,5","5,5"
1,Roma,Angelino,d,5.5,5.5,"5,5","5,5"
1,Roma,Pellegrini Lo.,c,6.0,6.0,6,6
1,Roma,Cristante,c,6.0,6.0,6,6
1,Roma,El Shaarawy,c,55.0,55.0,55,55
1,Roma,Zalewski,c,6.0,6.0,6,6
1,Roma,Baldanzi,c,6.0,6.0,6,6
1,Roma,Le Fee,c,6.0,6.0,6,6
1,Roma,Dybala,a,6.5,6.5,"6,5","6,5"
1,Roma,Abraham,a,55.0,55.0,55,55
1,Roma,Soule',a,6.0,6.0,6,6
1,Roma,Dovbyk,a,5.5,5.5,"5,5","5,5"
1,Roma,De Rossi,all,6.0,6.0,6,6
1,Torino,Milinkovic-Savic V.,p,6.5,4.5,"6,5","4,5"
1,Torino,Masina,d,5.5,5.5,"5,5","5,5"
1,Torino,Lazaro,d,7.0,8.0,7,8
1,Torino,Bellanova,d,7.0,7.0,7,7
1,Torino,Vojvoda,d,6.5,6.0,"6,5",6
1,Torino,Sazonov,d,5.0,5.0,5,5
1,Torino,Coco,d,6.5,6.5,"6,5","6,5"
1,Torino,Dembele' A.,d,55.0,55.0,55,55
1,Torino,Linetty,c,6.0,6.0,6,6
1,Torino,Tameze,c,6.0,5.5,6,"5,5"
1,Torino,Ilic,c,6.5,6.5,"6,5","6,5"
1,Torino,Ricci S.,c,6.0,5.5,6,"5,5"
1,Torino,Sanabria,a,6.0,6.0,6,6
1,Torino,Zapata D.,a,7.5,10.5,"7,5","10,5"
1,Torino,Karamoh,a,6.0,6.0,6,6
1,Torino,Adams C.,a,6.0,5.5,6,"5,5"
1,Torino,Vanoli,all,6.0,6.0,6,6
1,Udinese,Okoye,p,7.0,5.5,7,"5,5"
1,Udinese,Kamara H.,d,6.5,6.5,"6,5","6,5"
1,Udinese,Perez N.,d,6.0,6.0,6,6
1,Udinese,Bijol,d,7.0,7.0,7,7
1,Udinese,Ehizibue,d,6.0,5.5,6,"5,5"
1,Udinese,Zemura,d,55.0,55.0,55,55
1,Udinese,Giannetti L.,d,7.0,9.5,7,"9,5"
1,Udinese,Lovric,c,5.0,5.0,5,5
1,Udinese,Payero,c,5.0,5.0,5,5
1,Udinese,Karlstrom,c,6.0,6.0,6,6
1,Udinese,Ekkelenkamp,c,6.0,6.0,6,6
1,Udinese,Thauvin,a,4.0,1.0,4,1
1,Udinese,Davis K.,a,55.0,55.0,55,55
1,Udinese,Brenner,a,5.5,6.5,"5,5","6,5"
1,Udinese,Lucca,a,5.5,5.0,"5,5",5
1,Udinese,Runjaic,all,6.0,6.0,6,6
1,Venezia,Joronen,p,6.5,3.5,"6,5","3,5"
1,Venezia,Zampano,d,5.5,5.5,"5,5","5,5"
1,Venezia,Altare,d,5.5,3.5,"5,5","3,5"
1,Venezia,Svoboda,d,5.0,5.0,5,5
1,Venezia,Haps,d,5.5,5.0,"5,5",5
1,Venezia,Sverko,d,5.5,5.5,"5,5","5,5"
1,Venezia,Sagrado,d,6.0,5.5,6,"5,5"
1,Venezia,Duncan,c,5.5,5.5,"5,5","5,5"
1,Venezia,Crnigoj,c,6.0,6.0,6,6
1,Venezia,Ellertsson,c,6.5,7.5,"6,5","7,5"
1,Venezia,Oristanio,c,5.5,5.5,"5,5","5,5"
1,Venezia,Lella,c,55.0,55.0,55,55
1,Venezia,Andersen M.K.,c,6.5,9.5,"6,5","9,5"
1,Venezia,Pierini,a,5.5,5.5,"5,5","5,5"
1,Venezia,Raimondo,a,55.0,55.0,55,55
1,Venezia,Gytkjaer,a,5.5,5.5,"5,5","5,5"
1,Venezia,Di Francesco,all,5.5,5.5,"5,5","5,5"
1,Verona,Montipo',p,6.5,6.5,"6,5","6,5"
1,Verona,Magnani,d,6.5,6.5,"6,5","6,5"
1,Verona,Dawidowicz,d,6.5,6.5,"6,5","6,5"
1,Verona,Coppola D.,d,6.5,6.0,"6,5",6
1,Verona,Tchatchoua,d,7.5,7.0,"7,5",7
1,Verona,Frese,d,5.5,5.5,"5,5","5,5"
1,Verona,Lazovic,c,7.5,9.5,"7,5","9,5"
1,Verona,Kastanos,c,6.5,6.5,"6,5","6,5"
1,Verona,Duda,c,7.5,8.0,"7,5",8
1,Verona,Harroui,c,6.5,6.5,"6,5","6,5"
1,Verona,Belahyane,c,6.5,6.0,"6,5",6
1,Verona,Serdar,c,5.5,5.5,"5,5","5,5"
1,Verona,Suslov,c,6.0,6.0,6,6
1,Verona,Mosquera,a,7.5,13.5,"7,5","13,5"
1,Verona,Rocha Livramento,a,7.0,10.0,7,10
1,Verona,Tengstedt,a,5.5,5.5,"5,5","5,5"
1,Verona,Zanetti,all,7.5,7.5,"7,5","7,5"
2,Atalanta,Carnesecchi,p,7.0,5.0,7,5
2,Atalanta,Zappacosta,d,6.5,7.5,"6,5","7,5"
2,Atalanta,Djimsiti,d,4.5,4.0,"4,5",4
2,Atalanta,Ruggeri,d,6.0,6.0,6,6
2,Atalanta,Hien,d,5.5,5.0,"5,5",5
2,Atalanta,Palestra,d,6.0,6.0,6,6
2,Atalanta,De Roon,c,5.5,5.5,"5,5","5,5"
2,Atalanta,Pasalic,c,5.0,1.5,5,"1,5"
2,Atalanta,Zaniolo,c,5.5,5.0,"5,5",5
2,Atalanta,Brescianini,c,6.0,6.0,6,6
2,Atalanta,Samardzic,c,6.0,6.0,6,6
2,Atalanta,Ederson D.s.,c,6.5,6.5,"6,5","6,5"
2,Atalanta,Cassa,c,6.0,6.0,6,6
2,Atalanta,Manzoni,c,55.0,55.0,55,55
2,Atalanta,De Ketelaere,a,6.5,6.5,"6,5","6,5"
2,Atalanta,Retegui,a,7.0,10.0,7,10
2,Atalanta,Gasperini,all,5.5,5.5,"5,5","5,5"
2,Bologna,Skorupski,p,6.0,3.0,6,3
2,Bologna,Lykogiannis,d,5.5,5.5,"5,5","5,5"
2,Bologna,Miranda J.,d,6.0,6.0,6,6
2,Bologna,Erlic,d,6.0,6.0,6,6
2,Bologna,Lucumi',d,5.0,4.5,5,"4,5"
2,Bologna,Posch,d,5.0,4.5,5,"4,5"
2,Bologna,Beukema,d,5.5,5.5,"5,5","5,5"
2,Bologna,Freuler,c,6.0,6.0,6,6
2,Bologna,Orsolini,c,5.5,5.5,"5,5","5,5"
2,Bologna,Ndoye,c,6.0,6.0,6,6
2,Bologna,Aebischer,c,5.5,5.5,"5,5","5,5"
2,Bologna,Moro N.,c,5.5,5.5,"5,5","5,5"
2,Bologna,Fabbian,c,55.0,55.0,55,55
2,Bologna,Karlsson,c,5.5,5.5,"5,5","5,5"
2,Bologna,Odgaard,a,5.5,5.5,"5,5","5,5"
2,Bologna,Castro S.,a,5.5,5.5,"5,5","5,5"
2,Bologna,Italiano,all,5.5,5.5,"5,5","5,5"
2,Cagliari,Scuffet,p,6.5,5.5,"6,5","5,5"
2,Cagliari,Luperto,d,6.5,7.5,"6,5","7,5"
2,Cagliari,Palomino,d,6.0,6.0,6,6
2,Cagliari,Mina,d,6.0,6.0,6,6
2,Cagliari,Augello,d,6.0,6.0,6,6
2,Cagliari,Zappa,d,5.5,5.5,"5,5","5,5"
2,Cagliari,Obert,d,55.0,55.0,55,55
2,Cagliari,Azzi,d,6.5,6.5,"6,5","6,5"
2,Cagliari,Deiola,c,6.0,6.0,6,6
2,Cagliari,Adopo,c,6.0,6.0,6,6
2,Cagliari,Marin,c,5.5,5.0,"5,5",5
2,Cagliari,Prati,c,6.0,5.5,6,"5,5"
2,Cagliari,Pavoletti,a,55.0,55.0,55,55
2,Cagliari,Lapadula,a,6.0,6.0,6,6
2,Cagliari,Piccoli,a,7.0,10.0,7,10
2,Cagliari,Luvumbo,a,6.0,6.0,6,6
2,Cagliari,Nicola,all,6.0,6.0,6,6
2,Como,Reina,p,5.5,4.5,"5,5","4,5"
2,Como,Barba,d,4.5,4.5,"4,5","4,5"
2,Como,Goldaniga,d,55.0,55.0,55,55
2,Como,Sergi Roberto,d,6.0,6.0,6,6
2,Como,Moreno Alb.,d,5.5,5.0,"5,5",5
2,Como,Dossena,d,6.0,7.0,6,7
2,Como,Iovine,d,6.0,6.0,6,6
2,Como,Mazzitelli,c,5.5,5.5,"5,5","5,5"
2,Como,Strefezza,c,6.5,6.5,"6,5","6,5"
2,Como,Da Cunha,c,6.0,6.0,6,6
2,Como,Perrone,c,6.0,6.0,6,6
2,Como,Braunoder,c,6.0,5.5,6,"5,5"
2,Como,Paz N.,c,6.5,6.5,"6,5","6,5"
2,Como,Cerri,a,5.0,5.0,5,5
2,Como,Belotti,a,5.5,5.5,"5,5","5,5"
2,Como,Cutrone,a,7.0,10.0,7,10
2,Como,Fabregas,all,6.0,6.0,6,6
2,Empoli,Vasquez D.,p,6.5,5.5,"6,5","5,5"
2,Empoli,Pezzella Giu.,d,6.5,6.5,"6,5","6,5"
2,Empoli,Walukiewicz,d,5.0,5.0,5,5
2,Empoli,Ismajli,d,6.0,6.0,6,6
2,Empoli,Stojanovic,d,55.0,55.0,55,55
2,Empoli,Viti,d,7.0,7.0,7,7
2,Empoli,Cacace,d,6.0,5.5,6,"5,5"
2,Empoli,Haas,c,6.0,6.0,6,6
2,Empoli,Henderson L.,c,6.5,6.5,"6,5","6,5"
2,Empoli,Gyasi,c,6.5,9.5,"6,5","9,5"
2,Empoli,Maleh,c,6.0,5.5,6,"5,5"
2,Empoli,Fazzini,c,7.0,7.0,7,7
2,Empoli,Esposito Se.,a,6.5,6.5,"6,5","6,5"
2,Empoli,Colombo,a,7.0,11.0,7,11
2,Empoli,Ekong,a,55.0,55.0,55,55
2,Empoli,Solbakken,a,6.0,5.5,6,"5,5"
2,Empoli,D'Aversa,all,7.0,7.0,7,7
2,Fiorentina,Terracciano,p,6.0,6.0,6,6
2,Fiorentina,Biraghi,d,6.0,6.0,6,6
2,Fiorentina,Ranieri L.,d,5.5,5.5,"5,5","5,5"
2,Fiorentina,Martinez Quarta,d,55.0,55.0,55,55
2,Fiorentina,Parisi,d,6.0,6.0,6,6
2,Fiorentina,Dodo',d,6.0,6.0,6,6
2,Fiorentina,Comuzzo,d,6.0,6.0,6,6
2,Fiorentina,Mandragora,c,55.0,55.0,55,55
2,Fiorentina,Barak,c,5.5,5.5,"5,5","5,5"
2,Fiorentina,Sottil,c,5.5,5.5,"5,5","5,5"
2,Fiorentina,Amrabat,c,5.5,5.5,"5,5","5,5"
2,Fiorentina,Colpani,c,5.5,5.5,"5,5","5,5"
2,Fiorentina,Richardson,c,6.0,6.0,6,6
2,Fiorentina,Kean,a,6.0,6.0,6,6
2,Fiorentina,Kouame',a,5.5,5.5,"5,5","5,5"
2,Fiorentina,Beltran L.,a,55.0,55.0,55,55
2,Fiorentina,Palladino,all,5.0,5.0,5,5
2,Genoa,Gollini,p,6.0,6.0,6,6
2,Genoa,Sabelli,d,6.5,7.5,"6,5","7,5"
2,Genoa,Bani,d,6.0,6.0,6,6
2,Genoa,Martin,d,6.5,6.5,"6,5","6,5"
2,Genoa,Vasquez,d,6.0,6.0,6,6
2,Genoa,Zanoli,d,6.0,6.0,6,6
2,Genoa,De Winter,d,6.0,5.5,6,"5,5"
2,Genoa,Vogliacco,d,6.0,6.0,6,6
2,Genoa,Badelj,c,6.0,6.0,6,6
2,Genoa,Thorsby,c,5.5,5.0,"5,5",5
2,Genoa,Malinovskyi,c,6.0,5.5,6,"5,5"
2,Genoa,Messias,c,6.5,6.5,"6,5","6,5"
2,Genoa,Frendrup,c,6.5,6.5,"6,5","6,5"
2,Genoa,Pinamonti,a,7.0,10.0,7,10
2,Genoa,Ekuban,a,6.0,6.0,6,6
2,Genoa,Vitinha O.,a,6.0,6.0,6,6
2,Genoa,Gilardino,all,6.5,6.5,"6,5","6,5"
2,Inter,Sommer,p,6.0,6.0,6,6
2,Inter,Dimarco,d,6.0,6.0,6,6
2,Inter,Acerbi,d,6.0,6.0,6,6
2,Inter,Bastoni,d,6.5,6.5,"6,5","6,5"
2,Inter,Darmian,d,7.0,10.0,7,10
2,Inter,Pavard,d,6.5,6.5,"6,5","6,5"
2,Inter,Dumfries,d,6.0,6.0,6,6
2,Inter,Carlos Augusto,d,6.0,6.0,6,6
2,Inter,Barella,c,6.5,6.5,"6,5","6,5"
2,Inter,Calhanoglu,c,7.0,10.0,7,10
2,Inter,Mkhitaryan,c,6.0,6.0,6,6
2,Inter,Frattesi,c,6.0,6.0,6,6
2,Inter,Asllani,c,55.0,55.0,55,55
2,Inter,Arnautovic,a,6.0,6.0,6,6
2,Inter,Thuram,a,6.0,6.0,6,6
2,Inter,Taremi,a,6.5,7.5,"6,5","7,5"
2,Inter,Inzaghi S.,all,7.0,7.0,7,7
2,Juventus,Di Gregorio,p,6.0,6.0,6,6
2,Juventus,Bremer,d,7.0,7.0,7,7
2,Juventus,Danilo,d,55.0,55.0,55,55
2,Juventus,Kalulu,d,55.0,55.0,55,55
2,Juventus,Cambiaso,d,6.0,6.0,6,6
2,Juventus,Gatti,d,6.5,6.5,"6,5","6,5"
2,Juventus,Cabal,d,7.0,7.0,7,7
2,Juventus,Savona,d,7.0,10.0,7,10
