matchday,team,player,role,vote,fantavote,vote_raw,fantavote_raw
11,Torino,Linetty,c,55.0,55.0,55,55
11,Torino,Tameze,c,6.0,6.0,6,6
11,Torino,Ilic,c,5.5,5.0,"5,5",5
11,Torino,Ricci S.,c,5.5,5.0,"5,5",5
11,Torino,Vlasic,c,5.5,5.5,"5,5","5,5"
11,Torino,Sanabria,a,5.5,5.5,"5,5","5,5"
11,Torino,Karamoh,a,55.0,55.0,55,55
11,Torino,Adams C.,a,55.0,55.0,55,55
11,Torino,Njie,a,5.5,5.5,"5,5","5,5"
11,Torino,Vanoli,all,5.5,5.5,"5,5","5,5"
11,Udinese,Okoye,p,5.5,1.5,"5,5","1,5"
11,Udinese,Kabasele,d,5.0,5.0,5,5
11,Udinese,Kamara H.,d,6.0,6.0,6,6
11,Udinese,Bijol,d,5.5,5.0,"5,5",5
11,Udinese,Ebosse,d,6.0,6.0,6,6
11,Udinese,Ehizibue,d,5.5,5.5,"5,5","5,5"
11,Udinese,Zemura,d,5.5,5.5,"5,5","5,5"
11,Udinese,Giannetti L.,d,5.5,5.5,"5,5","5,5"
11,Udinese,Lovric,c,5.5,5.5,"5,5","5,5"
11,Udinese,Zarraga,c,5.5,5.5,"5,5","5,5"
11,Udinese,Payero,c,6.0,6.0,6,6
11,Udinese,Karlstrom,c,5.0,5.0,5,5
11,Udinese,Rui Modesto,c,55.0,55.0,55,55
11,Udinese,Thauvin,a,6.0,6.0,6,6
11,Udinese,Davis K.,a,6.0,5.5,6,"5,5"
11,Udinese,Lucca,a,6.5,6.5,"6,5","6,5"
11,Udinese,Runjaic,all,5.5,5.5,"5,5","5,5"
11,Venezia,Stankovic F.,p,7.0,6.0,7,6
11,Venezia,Zampano,d,5.0,4.5,5,"4,5"
11,Venezia,Altare,d,5.5,5.5,"5,5","5,5"
11,Venezia,Svoboda,d,5.5,5.5,"5,5","5,5"
11,Venezia,Haps,d,5.5,5.5,"5,5","5,5"
11,Venezia,Idzes,d,6.5,6.5,"6,5","6,5"
11,Venezia,Sverko,d,5.5,5.5,"5,5","5,5"
11,Venezia,Duncan,c,6.0,6.0,6,6
11,Venezia,Nicolussi Caviglia,c,6.0,6.0,6,6
11,Venezia,Crnigoj,c,5.5,5.5,"5,5","5,5"
11,Venezia,Busio,c,6.5,6.5,"6,5","6,5"
11,Venezia,Ellertsson,c,6.0,6.0,6,6
11,Venezia,Oristanio,c,5.5,5.5,"5,5","5,5"
11,Venezia,Andersen M.K.,c,5.5,5.5,"5,5","5,5"
11,Venezia,Yeboah J.,c,55.0,55.0,55,55
11,Venezia,Pohjanpalo,a,6.0,6.0,6,6
11,Venezia,Di Francesco,all,6.0,6.0,6,6
11,Verona,Montipo',p,6.5,4.5,"6,5","4,5"
11,Verona,Faraoni,d,55.0,55.0,55,55
11,Verona,Magnani,d,6.0,8.5,6,"8,5"
11,Verona,Bradaric,d,6.0,6.0,6,6
11,Verona,Daniliuc,d,5.5,5.5,"5,5","5,5"
11,Verona,Coppola D.,d,5.5,5.5,"5,5","5,5"
11,Verona,Lazovic,c,5.5,5.5,"5,5","5,5"
11,Verona,Kastanos,c,6.5,6.5,"6,5","6,5"
11,Verona,Duda,c,6.5,7.5,"6,5","7,5"
11,Verona,Harroui,c,7.0,10.0,7,10
11,Verona,Serdar,c,6.0,6.0,6,6
11,Verona,Suslov,c,6.0,5.5,6,"5,5"
11,Verona,Dani Silva,c,55.0,55.0,55,55
11,Verona,Mosquera,a,6.0,6.0,6,6
11,Verona,Rocha Livramento,a,6.0,6.0,6,6
11,Verona,Tengstedt,a,7.0,10.0,7,10
11,Verona,Zanetti,all,7.0,6.5,7,"6,5"
12,Atalanta,Carnesecchi,p,6.5,5.5,"6,5","5,5"
12,Atalanta,Zappacosta,d,6.0,6.0,6,6
12,Atalanta,Cuadrado,d,55.0,55.0,55,55
12,Atalanta,Djimsiti,d,6.0,6.0,6,6
12,Atalanta,Bellanova,d,7.0,8.0,7,8
12,Atalanta,Ruggeri,d,6.0,6.0,6,6
12,Atalanta,Kossounou,d,6.5,6.5,"6,5","6,5"
12,Atalanta,Hien,d,6.0,6.0,6,6
12,Atalanta,De Roon,c,6.0,6.0,6,6
12,Atalanta,Pasalic,c,7.0,10.0,7,10
12,Atalanta,Zaniolo,c,55.0,55.0,55,55
12,Atalanta,Brescianini,c,6.0,6.0,6,6
12,Atalanta,Samardzic,c,6.5,6.5,"6,5","6,5"
12,Atalanta,Ederson D.s.,c,5.5,5.5,"5,5","5,5"
12,Atalanta,Lookman,a,6.0,5.5,6,"5,5"
12,Atalanta,Retegui,a,5.5,5.5,"5,5","5,5"
12,Atalanta,Gasperini,all,7.0,7.0,7,7
12,Bologna,Skorupski,p,5.5,3.5,"5,5","3,5"
12,Bologna,De Silvestri,d,5.5,5.0,"5,5",5
12,Bologna,Miranda J.,d,7.0,7.5,7,"7,5"
12,Bologna,Casale,d,55.0,55.0,55,55
12,Bologna,Lucumi',d,6.5,6.5,"6,5","6,5"
12,Bologna,Posch,d,6.0,6.0,6,6
12,Bologna,Beukema,d,5.5,5.5,"5,5","5,5"
12,Bologna,Freuler,c,6.0,6.0,6,6
12,Bologna,Orsolini,c,7.0,10.0,7,10
12,Bologna,Pobega,c,6.5,6.5,"6,5","6,5"
12,Bologna,Ndoye,c,6.0,6.0,6,6
12,Bologna,Fabbian,c,6.0,6.0,6,6
12,Bologna,Karlsson,c,7.0,9.5,7,"9,5"
12,Bologna,Odgaard,a,6.0,6.0,6,6
12,Bologna,Castro S.,a,7.5,11.5,"7,5","11,5"
12,Bologna,Dallinga,a,6.5,6.5,"6,5","6,5"
12,Bologna,Italiano,all,7.0,7.0,7,7
12,Cagliari,Sherri,p,5.0,2.0,5,2
12,Cagliari,Luperto,d,6.0,6.0,6,6
12,Cagliari,Palomino,d,5.0,5.0,5,5
12,Cagliari,Augello,d,6.5,7.5,"6,5","7,5"
12,Cagliari,Zortea,d,7.0,10.0,7,10
12,Cagliari,Zappa,d,7.5,13.5,"7,5","13,5"
12,Cagliari,Wieteska,d,6.0,6.0,6,6
12,Cagliari,Viola,c,5.5,5.5,"5,5","5,5"
12,Cagliari,Deiola,c,5.5,5.5,"5,5","5,5"
12,Cagliari,Gaetano,c,6.0,6.0,6,6
12,Cagliari,Marin,c,55.0,55.0,55,55
12,Cagliari,Makoumbou,c,6.0,6.0,6,6
12,Cagliari,Pavoletti,a,55.0,55.0,55,55
12,Cagliari,Lapadula,a,55.0,55.0,55,55
12,Cagliari,Piccoli,a,5.5,5.5,"5,5","5,5"
12,Cagliari,Luvumbo,a,6.0,6.0,6,6
12,Cagliari,Nicola,all,7.0,7.0,7,7
12,Como,Reina,p,6.0,5.0,6,5
12,Como,Goldaniga,d,6.0,5.5,6,"5,5"
12,Como,Sala M.,d,55.0,55.0,55,55
12,Como,Moreno Alb.,d,6.0,5.5,6,"5,5"
12,Como,Dossena,d,6.5,6.5,"6,5","6,5"
12,Como,Iovine,d,55.0,55.0,55,55
12,Como,Kempf,d,5.5,5.0,"5,5",5
12,Como,Verdi,c,5.5,5.5,"5,5","5,5"
12,Como,Strefezza,c,6.5,6.5,"6,5","6,5"
12,Como,Da Cunha,c,7.0,10.0,7,10
12,Como,Braunoder,c,55.0,55.0,55,55
12,Como,Engelhardt,c,5.5,5.5,"5,5","5,5"
12,Como,Fadera,c,6.0,6.0,6,6
12,Como,Paz N.,c,7.0,8.0,7,8
12,Como,Belotti,a,55.0,55.0,55,55
12,Como,Cutrone,a,5.5,5.5,"5,5","5,5"
12,Como,Fabregas,all,6.0,6.0,6,6
12,Empoli,Vasquez D.,p,6.5,5.5,"6,5","5,5"
12,Empoli,De Sciglio,d,6.0,6.0,6,6
12,Empoli,Ismajli,d,6.5,6.5,"6,5","6,5"
12,Empoli,Viti,d,6.5,6.5,"6,5","6,5"
12,Empoli,Cacace,d,6.5,7.0,"6,5",7
12,Empoli,Sambia,d,55.0,55.0,55,55
12,Empoli,Goglichidze,d,6.5,6.5,"6,5","6,5"
12,Empoli,Haas,c,6.5,6.5,"6,5","6,5"
12,Empoli,Henderson L.,c,6.0,5.5,6,"5,5"
12,Empoli,Gyasi,c,6.5,6.5,"6,5","6,5"
12,Empoli,Maleh,c,6.5,6.5,"6,5","6,5"
12,Empoli,Pellegri,a,7.0,9.5,7,"9,5"
12,Empoli,Colombo,a,6.0,6.0,6,6
12,Empoli,Ekong,a,55.0,55.0,55,55
12,Empoli,Solbakken,a,6.0,6.0,6,6
12,Empoli,D'Aversa,all,6.0,6.0,6,6
12,Fiorentina,De Gea,p,6.5,5.5,"6,5","5,5"
12,Fiorentina,Gosens,d,6.0,6.0,6,6
12,Fiorentina,Ranieri L.,d,6.0,6.0,6,6
12,Fiorentina,Parisi,d,55.0,55.0,55,55
12,Fiorentina,Dodo',d,6.5,6.5,"6,5","6,5"
12,Fiorentina,Kayode,d,55.0,55.0,55,55
12,Fiorentina,Comuzzo,d,6.5,6.5,"6,5","6,5"
12,Fiorentina,Mandragora,c,55.0,55.0,55,55
12,Fiorentina,Sottil,c,5.5,5.5,"5,5","5,5"
12,Fiorentina,Bove,c,5.5,5.5,"5,5","5,5"
12,Fiorentina,Adli,c,6.5,7.5,"6,5","7,5"
12,Fiorentina,Colpani,c,6.0,6.0,6,6
12,Fiorentina,Richardson,c,6.0,6.0,6,6
12,Fiorentina,Kean,a,8.5,17.0,"8,5",17
12,Fiorentina,Kouame',a,6.5,6.5,"6,5","6,5"
12,Fiorentina,Beltran L.,a,6.5,7.5,"6,5","7,5"
12,Fiorentina,Palladino,all,7.0,7.0,7,7
12,Genoa,Leali,p,6.5,5.5,"6,5","5,5"
12,Genoa,Sabelli,d,5.0,5.0,5,5
12,Genoa,Martin,d,6.0,5.5,6,"5,5"
12,Genoa,Vasquez,d,6.0,5.5,6,"5,5"
12,Genoa,Zanoli,d,55.0,55.0,55,55
12,Genoa,Matturro,d,5.5,5.5,"5,5","5,5"
12,Genoa,Vogliacco,d,7.0,9.5,7,"9,5"
12,Genoa,Marcandalli,d,55.0,55.0,55,55
12,Genoa,Badelj,c,5.0,5.0,5,5
12,Genoa,Thorsby,c,6.0,6.0,6,6
12,Genoa,Pereiro,c,6.0,6.0,6,6
12,Genoa,Frendrup,c,5.5,5.5,"5,5","5,5"
12,Genoa,Miretti,c,5.5,5.5,"5,5","5,5"
12,Genoa,Balotelli,a,6.0,5.5,6,"5,5"
12,Genoa,Pinamonti,a,6.0,7.0,6,7
12,Genoa,Ekhator,a,5.5,5.5,"5,5","5,5"
12,Genoa,Gilardino,all,6.5,6.5,"6,5","6,5"
12,Inter,Sommer,p,6.0,5.0,6,5
12,Inter,Dimarco,d,6.5,6.5,"6,5","6,5"
12,Inter,De Vrij,d,55.0,55.0,55,55
12,Inter,Acerbi,d,7.0,7.0,7,7
12,Inter,Bastoni,d,6.5,7.5,"6,5","7,5"
12,Inter,Darmian,d,55.0,55.0,55,55
12,Inter,Pavard,d,6.0,6.0,6,6
12,Inter,Dumfries,d,5.5,5.0,"5,5",5
12,Inter,Zielinski,c,55.0,55.0,55,55
12,Inter,Barella,c,6.0,6.0,6,6
12,Inter,Calhanoglu,c,6.0,6.0,6,6
12,Inter,Mkhitaryan,c,5.5,5.5,"5,5","5,5"
12,Inter,Martinez L.,a,5.5,5.5,"5,5","5,5"
12,Inter,Arnautovic,a,55.0,55.0,55,55
12,Inter,Thuram,a,5.5,5.5,"5,5","5,5"
12,Inter,Taremi,a,55.0,55.0,55,55
12,Inter,Inzaghi S.,all,6.0,5.5,6,"5,5"
12,Juventus,Perin,p,6.0,6.0,6,6
12,Juventus,Danilo,d,55.0,55.0,55,55
12,Juventus,Kalulu,d,6.5,6.5,"6,5","6,5"
12,Juventus,Cambiaso,d,7.0,7.0,7,7
12,Juventus,Gatti,d,6.0,6.0,6,6
12,Juventus,Savona,d,6.0,6.0,6,6
12,Juventus,Locatelli,c,6.5,6.5,"6,5","6,5"
12,Juventus,Weah,c,7.0,10.0,7,10
12,Juventus,McKennie,c,55.0,55.0,55,55
12,Juventus,Thuram K.,c,6.5,6.5,"6,5","6,5"
12,Juventus,Koopmeiners,c,6.5,6.0,"6,5",6
12,Juventus,Conceicao,c,6.5,7.5,"6,5","7,5"
12,Juventus,Vlahovic,a,5.5,5.5,"5,5","5,5"
12,Juventus,Yildiz,a,7.0,10.0,7,10
12,Juventus,Thiago Motta,all,7.0,7.0,7,7
12,Lazio,Provedel,p,6.0,6.0,6,6
12,Lazio,Romagnoli,d,6.5,6.5,"6,5","6,5"
12,Lazio,Marusic,d,6.0,6.0,6,6
12,Lazio,Pellegrini Lu.,d,6.0,6.0,6,6
12,Lazio,Tavares N.,d,7.0,7.0,7,7
12,Lazio,Gila,d,6.0,6.0,6,6
12,Lazio,Gigot,d,55.0,55.0,55,55
12,Lazio,Vecino,c,6.5,6.5,"6,5","6,5"
12,Lazio,Zaccagni,c,7.5,10.5,"7,5","10,5"
12,Lazio,Guendouzi,c,6.5,6.5,"6,5","6,5"
12,Lazio,Rovella,c,6.5,6.5,"6,5","6,5"
12,Lazio,Pedro,a,6.5,6.5,"6,5","6,5"
12,Lazio,Dia,a,6.0,6.0,6,6
12,Lazio,Castellanos,a,5.5,5.5,"5,5","5,5"
12,Lazio,Isaksen,a,5.5,5.0,"5,5",5
12,Lazio,Noslin,a,6.0,6.0,6,6
12,Lazio,Baroni,all,6.5,6.5,"6,5","6,5"
12,Lecce,Falcone,p,6.0,5.0,6,5
12,Lecce,Gallo,d,6.5,7.5,"6,5","7,5"
12,Lecce,Guilbert,d,5.0,5.0,5,5
12,Lecce,Baschirotto,d,6.0,6.0,6,6
12,Lecce,Dorgu,d,6.5,6.5,"6,5","6,5"
12,Lecce,Gaspar K.,d,6.5,6.5,"6,5","6,5"
12,Lecce,Coulibaly L.,c,6.0,6.0,6,6
12,Lecce,Oudin,c,5.0,5.0,5,5
12,Lecce,Rafia,c,5.5,5.5,"5,5","5,5"
12,Lecce,Ramadani,c,5.5,5.5,"5,5","5,5"
12,Lecce,Rebic,a,55.0,55.0,55,55
12,Lecce,Sansone,a,6.5,6.5,"6,5","6,5"
12,Lecce,Banda,a,6.0,6.0,6,6
12,Lecce,Krstovic,a,5.5,5.5,"5,5","5,5"
12,Lecce,Pierotti,a,7.0,10.0,7,10
12,Lecce,Gotti,all,5.5,5.5,"5,5","5,5"
12,Milan,Maignan,p,6.5,3.5,"6,5","3,5"
12,Milan,Hernandez T.,d,4.5,4.0,"4,5",4
12,Milan,Tomori,d,55.0,55.0,55,55
12,Milan,Emerson Royal,d,5.5,5.5,"5,5","5,5"
12,Milan,Pavlovic,d,5.0,5.0,5,5
12,Milan,Thiaw,d,5.0,5.0,5,5
12,Milan,Pulisic,c,6.5,6.5,"6,5","6,5"
12,Milan,Loftus-Cheek,c,6.0,6.0,6,6
12,Milan,Fofana Y.,c,6.0,6.5,6,"6,5"
12,Milan,Chukwueze,c,5.5,5.5,"5,5","5,5"
12,Milan,Musah,c,55.0,55.0,55,55
12,Milan,Reijnders,c,7.0,8.0,7,8
12,Milan,Abraham,a,7.0,10.0,7,10
12,Milan,Leao,a,7.5,13.5,"7,5","13,5"
12,Milan,Okafor,a,55.0,55.0,55,55
12,Milan,Camarda,a,5.5,5.5,"5,5","5,5"
12,Milan,Fonseca,all,6.0,6.0,6,6
12,Monza,Turati,p,7.0,6.0,7,6
12,Monza,Izzo,d,5.0,5.0,5,5
12,Monza,Pereira P.,d,5.0,4.5,5,"4,5"
12,Monza,Kyriakopoulos,d,6.0,6.0,6,6
12,Monza,Mari',d,5.5,5.5,"5,5","5,5"
12,Monza,Carboni A.,d,5.5,5.0,"5,5",5
12,Monza,Birindelli,d,55.0,55.0,55,55
12,Monza,Pessina,c,6.0,5.5,6,"5,5"
12,Monza,Maldini,c,5.0,4.5,5,"4,5"
12,Monza,Bianco,c,6.0,5.5,6,"5,5"
12,Monza,Bondo,c,6.0,6.0,6,6
12,Monza,Petagna,a,55.0,55.0,55,55
12,Monza,Caprari,a,6.0,6.0,6,6
12,Monza,Djuric,a,5.0,5.0,5,5
12,Monza,Mota,a,5.5,5.5,"5,5","5,5"
12,Monza,Nesta,all,5.5,5.5,"5,5","5,5"
12,Napoli,Meret,p,5.5,4.5,"5,5","4,5"
12,Napoli,Buongiorno,d,7.0,7.0,7,7
12,Napoli,Di Lorenzo,d,6.0,6.0,6,6
12,Napoli,Rrahmani,d,7.0,8.0,7,8
12,Napoli,Olivera,d,6.0,6.0,6,6
12,Napoli,Politano,c,5.5,5.5,"5,5","5,5"
12,Napoli,Zambo Anguissa,c,5.5,5.5,"5,5","5,5"
12,Napoli,Lobotka,c,6.0,6.0,6,6
12,Napoli,McTominay,c,7.0,10.0,7,10
12,Napoli,Gilmour,c,6.0,6.0,6,6
12,Napoli,Simeone,a,6.0,6.0,6,6
12,Napoli,Lukaku,a,5.5,5.5,"5,5","5,5"
12,Napoli,Kvaratskhelia,a,5.5,5.5,"5,5","5,5"
12,Napoli,Ngonge,a,55.0,55.0,55,55
12,Napoli,Conte,all,6.0,6.0,6,6
12,Parma,Suzuki,p,6.5,5.5,"6,5","5,5"
12,Parma,Balogh,d,6.0,6.0,6,6
12,Parma,Valeri,d,7.0,10.0,7,10
12,Parma,Delprato,d,6.5,6.5,"6,5","6,5"
12,Parma,Coulibaly W.,d,6.0,6.0,6,6
12,Parma,Leoni,d,6.0,6.0,6,6
12,Parma,Estevez,c,6.0,6.0,6,6
12,Parma,Sohm,c,6.5,6.5,"6,5","6,5"
12,Parma,Man,c,6.5,7.5,"6,5","7,5"
12,Parma,Hainaut,c,6.0,6.0,6,6
12,Parma,Keita M.,c,5.5,5.5,"5,5","5,5"
12,Parma,Mihaila,a,5.5,5.5,"5,5","5,5"
12,Parma,Cancellieri,a,5.5,5.0,"5,5",5
12,Parma,Benedyczak,a,5.5,5.5,"5,5","5,5"
12,Parma,Bonny,a,7.0,10.0,7,10
12,Parma,Charpentier,a,6.0,5.5,6,"5,5"
12,Parma,Pecchia,all,7.0,7.0,7,7
12,Roma,Svilar,p,5.5,2.5,"5,5","2,5"
12,Roma,Mancini,d,5.5,6.0,"5,5",6
12,Roma,N'Dicka,d,5.5,5.5,"5,5","5,5"
12,Roma,Celik,d,5.5,5.5,"5,5","5,5"
12,Roma,Angelino,d,5.5,5.5,"5,5","5,5"
12,Roma,Dahl,d,6.0,6.0,6,6
12,Roma,Paredes,c,55.0,55.0,55,55
12,Roma,Cristante,c,5.0,5.0,5,5
12,Roma,El Shaarawy,c,7.5,13.0,"7,5",13
12,Roma,Kone' M.,c,6.0,6.0,6,6
12,Roma,Baldanzi,c,5.5,5.5,"5,5","5,5"
12,Roma,Pisilli,c,6.0,6.0,6,6
12,Roma,Shomurodov,a,6.5,7.5,"6,5","7,5"
12,Roma,Soule',a,5.5,5.5,"5,5","5,5"
12,Roma,Dovbyk,a,5.0,5.0,5,5
12,Roma,Juric,all,4.5,4.5,"4,5","4,5"
12,Torino,Milinkovic-Savic V.,p,6.0,4.0,6,4
12,Torino,Masina,d,6.0,6.0,6,6
12,Torino,Walukiewicz,d,5.5,5.0,"5,5",5
12,Torino,Lazaro,d,5.5,5.0,"5,5",5
12,Torino,Vojvoda,d,5.0,5.0,5,5
12,Torino,Pedersen,d,5.0,5.0,5,5
12,Torino,Coco,d,5.5,5.0,"5,5",5
12,Torino,Sosa B.,d,5.5,5.5,"5,5","5,5"
12,Torino,Linetty,c,5.5,5.5,"5,5","5,5"
12,Torino,Ilic,c,5.5,5.5,"5,5","5,5"
12,Torino,Ricci S.,c,5.5,5.5,"5,5","5,5"
12,Torino,Vlasic,c,5.0,5.0,5,5
12,Torino,Gineitis,c,6.0,6.0,6,6
12,Torino,Sanabria,a,5.0,5.0,5,5
12,Torino,Karamoh,a,55.0,55.0,55,55
12,Torino,Njie,a,5.5,5.5,"5,5","5,5"
12,Torino,Vanoli,all,5.5,5.5,"5,5","5,5"
12,Udinese,Okoye,p,6.5,4.5,"6,5","4,5"
12,Udinese,Kamara H.,d,7.0,10.0,7,10
12,Udinese,Bijol,d,6.5,6.5,"6,5","6,5"
12,Udinese,Toure' I.s.,d,5.0,2.5,5,"2,5"
12,Udinese,Abankwah,d,55.0,55.0,55,55
12,Udinese,Ehizibue,d,6.0,6.0,6,6
12,Udinese,Zemura,d,5.5,5.5,"5,5","5,5"
12,Udinese,Giannetti L.,d,6.0,6.0,6,6
12,Udinese,Lovric,c,6.5,6.5,"6,5","6,5"
12,Udinese,Zarraga,c,5.5,5.5,"5,5","5,5"
12,Udinese,Payero,c,6.0,6.0,6,6
12,Udinese,Karlstrom,c,5.5,5.5,"5,5","5,5"
12,Udinese,Thauvin,a,6.0,7.0,6,7
12,Udinese,Davis K.,a,6.5,6.5,"6,5","6,5"
12,Udinese,Lucca,a,5.5,5.5,"5,5","5,5"
12,Udinese,Bravo,a,55.0,55.0,55,55
12,Udinese,Runjaic,all,6.0,6.0,6,6
12,Venezia,Stankovic F.,p,5.5,3.5,"5,5","3,5"
12,Venezia,Zampano,d,6.0,6.0,6,6
12,Venezia,Candela,d,6.0,6.0,6,6
12,Venezia,Svoboda,d,6.0,6.0,6,6
12,Venezia,Haps,d,5.5,5.5,"5,5","5,5"
12,Venezia,Carboni F.,d,55.0,55.0,55,55
12,Venezia,Idzes,d,6.0,6.0,6,6
12,Venezia,Duncan,c,5.5,5.5,"5,5","5,5"
12,Venezia,Nicolussi Caviglia,c,7.0,10.0,7,10
12,Venezia,Busio,c,5.5,5.5,"5,5","5,5"
12,Venezia,Ellertsson,c,6.0,6.0,6,6
12,Venezia,Oristanio,c,6.5,7.5,"6,5","7,5"
12,Venezia,Andersen M.K.,c,5.5,5.0,"5,5",5
12,Venezia,Yeboah J.,c,6.0,6.0,6,6
12,Venezia,Pohjanpalo,a,5.5,5.5,"5,5","5,5"
12,Venezia,Gytkjaer,a,55.0,55.0,55,55
12,Venezia,Di Francesco,all,5.5,5.5,"5,5","5,5"
12,Verona,Montipo',p,6.0,3.0,6,3
12,Verona,Magnani,d,5.5,5.5,"5,5","5,5"
12,Verona,Bradaric,d,5.5,5.5,"5,5","5,5"
12,Verona,Daniliuc,d,55.0,55.0,55,55
12,Verona,Coppola D.,d,5.5,5.0,"5,5",5
12,Verona,Tchatchoua,d,6.0,6.0,6,6
12,Verona,Lazovic,c,5.5,5.5,"5,5","5,5"
12,Verona,Kastanos,c,5.5,5.5,"5,5","5,5"
12,Verona,Duda,c,5.5,5.5,"5,5","5,5"
12,Verona,Harroui,c,5.5,5.5,"5,5","5,5"
12,Verona,Belahyane,c,5.5,5.5,"5,5","5,5"
12,Verona,Serdar,c,7.0,9.5,7,"9,5"
12,Verona,Suslov,c,5.5,5.5,"5,5","5,5"
12,Verona,Sarr A.,a,5.5,5.5,"5,5","5,5"
12,Verona,Mosquera,a,6.0,6.0,6,6
12,Verona,Tengstedt,a,5.5,5.5,"5,5","5,5"
12,Verona,Zanetti,all,6.0,6.0,6,6
13,Atalanta,Carnesecchi,p,6.5,5.5,"6,5","5,5"
13,Atalanta,Toloi,d,5.0,5.0,5,5
13,Atalanta,Cuadrado,d,6.5,7.5,"6,5","7,5"
13,Atalanta,Bellanova,d,7.0,8.0,7,8
13,Atalanta,Ruggeri,d,6.5,7.0,"6,5",7
13,Atalanta,Scalvini,d,55.0,55.0,55,55
13,Atalanta,Kossounou,d,6.0,6.0,6,6
13,Atalanta,Hien,d,6.0,6.0,6,6
13,Atalanta,De Roon,c,6.0,5.5,6,"5,5"
13,Atalanta,Pasalic,c,6.5,6.5,"6,5","6,5"
13,Atalanta,Brescianini,c,6.0,6.0,6,6
13,Atalanta,Samardzic,c,55.0,55.0,55,55
13,Atalanta,Ederson D.s.,c,7.5,10.5,"7,5","10,5"
13,Atalanta,Lookman,a,7.0,10.0,7,10
13,Atalanta,De Ketelaere,a,6.0,6.0,6,6
13,Atalanta,Retegui,a,7.0,10.0,7,10
13,Atalanta,Gasperini,all,7.0,6.0,7,6
13,Bologna,Ravaglia F.,p,6.0,3.0,6,3
13,Bologna,De Silvestri,d,6.0,6.0,6,6
13,Bologna,Miranda J.,d,5.5,5.5,"5,5","5,5"
13,Bologna,Holm,d,55.0,55.0,55,55
13,Bologna,Lucumi',d,6.0,6.0,6,6
13,Bologna,Beukema,d,5.0,5.0,5,5
13,Bologna,Freuler,c,6.5,6.5,"6,5","6,5"
13,Bologna,Orsolini,c,6.5,6.5,"6,5","6,5"
13,Bologna,Pobega,c,4.5,3.5,"4,5","3,5"
13,Bologna,Urbanski,c,5.0,5.0,5,5
13,Bologna,Moro N.,c,6.0,6.0,6,6
13,Bologna,Fabbian,c,6.0,6.0,6,6
13,Bologna,Karlsson,c,5.5,5.5,"5,5","5,5"
13,Bologna,Odgaard,a,6.0,6.0,6,6
13,Bologna,Castro S.,a,6.0,6.0,6,6
13,Bologna,Dallinga,a,6.0,6.0,6,6
13,Bologna,Italiano,all,5.5,5.5,"5,5","5,5"
13,Cagliari,Sherri,p,6.0,4.0,6,4
13,Cagliari,Luperto,d,5.0,5.0,5,5
13,Cagliari,Mina,d,6.0,6.0,6,6
13,Cagliari,Augello,d,5.5,5.5,"5,5","5,5"
13,Cagliari,Zortea,d,5.5,5.5,"5,5","5,5"
13,Cagliari,Zappa,d,5.5,5.5,"5,5","5,5"
13,Cagliari,Obert,d,6.0,6.0,6,6
13,Cagliari,Viola,c,5.5,5.0,"5,5",5
13,Cagliari,Deiola,c,6.0,6.0,6,6
13,Cagliari,Gaetano,c,5.5,5.5,"5,5","5,5"
13,Cagliari,Adopo,c,5.5,5.5,"5,5","5,5"
13,Cagliari,Marin,c,6.5,9.0,"6,5",9
13,Cagliari,Makoumbou,c,6.0,6.0,6,6
13,Cagliari,Pavoletti,a,6.0,6.0,6,6
13,Cagliari,Piccoli,a,7.0,10.0,7,10
13,Cagliari,Luvumbo,a,6.0,6.0,6,6
13,Cagliari,Nicola,all,6.0,6.0,6,6
13,Como,Audero,p,5.5,3.5,"5,5","3,5"
13,Como,Barba,d,5.5,5.5,"5,5","5,5"
13,Como,Goldaniga,d,5.5,5.5,"5,5","5,5"
13,Como,Sala M.,d,5.5,5.5,"5,5","5,5"
13,Como,Moreno Alb.,d,6.0,6.0,6,6
13,Como,Dossena,d,5.0,4.0,5,4
13,Como,Iovine,d,6.0,6.0,6,6
13,Como,Jack,d,55.0,55.0,55,55
13,Como,Verdi,c,55.0,55.0,55,55
13,Como,Da Cunha,c,5.5,5.5,"5,5","5,5"
13,Como,Braunoder,c,55.0,55.0,55,55
13,Como,Engelhardt,c,5.5,5.5,"5,5","5,5"
13,Como,Fadera,c,6.0,6.0,6,6
13,Como,Paz N.,c,6.5,6.0,"6,5",6
13,Como,Belotti,a,55.0,55.0,55,55
13,Como,Cutrone,a,5.5,5.5,"5,5","5,5"
13,Como,Fabregas,all,5.5,5.5,"5,5","5,5"
13,Empoli,Vasquez D.,p,6.0,5.0,6,5
13,Empoli,Pezzella Giu.,d,6.0,6.0,6,6
13,Empoli,Ismajli,d,7.0,7.0,7,7
13,Empoli,Viti,d,6.5,6.5,"6,5","6,5"
13,Empoli,Cacace,d,6.5,7.5,"6,5","7,5"
13,Empoli,Goglichidze,d,6.0,6.0,6,6
13,Empoli,Henderson L.,c,5.5,5.0,"5,5",5
13,Empoli,Gyasi,c,6.0,6.0,6,6
13,Empoli,Maleh,c,6.0,6.0,6,6
13,Empoli,Anjorin,c,5.5,5.0,"5,5",5
13,Empoli,Pellegri,a,7.0,10.0,7,10
13,Empoli,Esposito Se.,a,5.5,5.5,"5,5","5,5"
13,Empoli,Colombo,a,6.0,6.0,6,6
13,Empoli,Ekong,a,55.0,55.0,55,55
