player,nationality,position,team,age,birth_year,games,games_starts,minutes,goals,assists,pens_made,pens_att,cards_yellow,cards_red,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg,npxg,xg_per90,npxg_per90,minutes_90s,shots_on_target,shots_free_kicks,shots_on_target_pct,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,npxg_per_shot,xg_net,npxg_net,passes_completed,passes,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,progressive_passes,passes_live,passes_dead,passes_free_kicks,through_balls,passes_switches,crosses,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,throw_ins,passes_offsides,passes_blocked,sca,sca_per90,sca_passes_live,sca_passes_dead,sca_shots,sca_fouled,gca,gca_per90,gca_passes_live,gca_passes_dead,gca_shots,gca_fouled,gca_defense,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,blocks,blocked_shots,blocked_passes,interceptions,clearances,errors,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,carries,progressive_carries,carries_into_final_third,carries_into_penalty_area,passes_received,miscontrols,dispossessed,cards_yellow_red,fouls,fouled,offsides,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct
Alberto Cerri,it ITA,FW,Como,28,1996,5,0,87,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.4675566963851452,1.4675566963851452,1.7848662523603118,1.7848662523603118,1.0,1,0.0,25.0,1.03,0.0,0.0,0.3668891740962863,-1.4675566963851452,-1.4675566963851452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,1,2,0.0,0.0,0,0.0,0.0,0.0,0.0
Gabriel Charpentier,cg CGO,FW,Parma,25,1999,10,0,271,1,2,0,0,1,0,0.33,0.66,1.0,0.33,1.0,0.852648101747036,0.852648101747036,0.31710053370757535,0.31710053370757535,3.0,4,0.0,44.4,1.33,0.11,0.25,0.09473867797189289,0.14735189825296402,0.14735189825296402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,13,10,0,0.0,0.0,0,0.0,0.0,0.0,0.0
Walid Cheddira,ma MAR,FW,Napoli,26,1998,1,0,12,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0
Leandro Chichizola,ar ARG,GK,Parma,34,1990,1,1,90,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0
Samuel Chukwueze,ng NGA,"MF,FW",Milan,25,1999,26,9,925,3,2,0,0,0,0,0.29,0.19,0.49,0.29,0.49,2.7906703650951385,2.7906703650951385,0.27600036577864007,0.27600036577864007,10.3,8,0.0,25.0,0.78,0.09,0.38,0.08720844890922308,0.20932963490486145,0.20932963490486145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,10,3,0.0,0.0,0,0.0,0.0,0.0,0.0
Aaron Ciammaglichella,it ITA,MF,Torino,19,2005,1,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0
Giuseppe Ciocci,it ITA,GK,Cagliari,22,2002,1,0,9,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0.0,0.0,0,0.0,0.0,0.0,0.0
Alessandro Circati,au AUS,DF,Parma,20,2003,6,6,540,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.1777893677353859,0.1777893677353859,0.029631561289230984,0.029631561289230984,6.0,0,0.0,0.0,0.0,0.0,0.0,0.08889468386769295,-0.1777893677353859,-0.1777893677353859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4,5,0,0.0,0.0,0,0.0,0.0,0.0,0.0
Alphadjo Cissè,it ITA,MF,Hellas Verona,17,2006,2,0,9,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0392821114510297,0.0392821114510297,0.7070780061185347,0.7070780061185347,0.1,2,0.0,100.0,20.0,0.0,0.0,0.01964105572551485,-0.0392821114510297,-0.0392821114510297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0
Patrick Ciurria,it ITA,MF,Monza,29,1995,21,12,"1,111",1,1,0,0,1,0,0.08,0.08,0.16,0.08,0.16,0.5166725674644113,0.5166725674644113,0.04223481477910719,0.04223481477910719,12.3,2,0.0,18.2,0.16,0.09,0.5,0.04697023340585557,0.48332743253558874,0.48332743253558874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,0.0,0.0,0.0,0.0,0.0,0.0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,17,11,1,0.0,0.0,0,0.0,0.0,0.0,0.0
Saúl Coco,gq EQG,DF,Torino,25,1999,32,32,"2,845",2,0,0,0,10,0,0.06,0.0,0.06,0.06,0.06,1.945243156515062,1.945243156515062,0.06140718487771154,0.06140718487771154,31.6,6,0.0,30.0,0.19,0.1,0.33,0.0972621578257531,0.05475684348493792,0.05475684348493792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27,0.0,0.0,0.0,0.0,0.0,0.0,36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,53,19,0,0.0,0.0,1,0.0,0.0,0.0,0.0
Lorenzo Colombo,it ITA,"FW,MF",Empoli,22,2002,37,26,"2,233",6,2,1,1,5,1,0.24,0.08,0.32,0.2,0.28,6.488613783381879,5.727314888499677,0.25908395763281683,0.2286860425754086,24.8,20,0.0,35.7,0.81,0.09,0.25,0.10227348015177995,-0.48861378338187933,-0.7273148884996772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,46,41,6,0.0,0.0,0,0.0,0.0,0.0,0.0
Andrea Colpani,it ITA,MF,Fiorentina,25,1999,25,18,"1,450",2,1,0,0,1,0,0.12,0.06,0.19,0.12,0.19,3.354150258004666,3.354150258004666,0.205495931395793,0.205495931395793,16.1,12,0.0,33.3,0.74,0.06,0.17,0.09317084050012961,-1.3541502580046658,-1.3541502580046658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,0.0,0.0,0.0,0.0,0.0,0.0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,22,24,1,0.0,0.0,0,0.0,0.0,0.0,0.0
Florinel Coman,ro ROU,"MF,FW",Cagliari,26,1998,9,2,263,1,0,0,0,2,0,0.34,0.0,0.34,0.34,0.34,0.1312998887151479,0.1312998887151479,0.04670747029392613,0.04670747029392613,2.9,1,0.0,25.0,0.34,0.25,1.0,0.03282497217878697,0.8687001112848521,0.8687001112848521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,8,9,0,0.0,0.0,0,0.0,0.0,0.0,0.0
Pietro Comuzzo,it ITA,DF,Fiorentina,19,2005,33,24,"2,200",1,0,0,0,5,0,0.04,0.0,0.04,0.04,0.04,0.47288110665977,0.47288110665977,0.019415738868329976,0.019415738868329976,24.4,2,0.0,50.0,0.08,0.25,0.5,0.1182202766649425,0.52711889334023,0.52711889334023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,0.0,0.0,0.0,0.0,0.0,0.0,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,25,12,0,0.0,0.0,0,0.0,0.0,0.0,0.0
Francisco Conceição,pt POR,MF,Juventus,21,2002,26,12,"1,340",3,3,0,0,5,1,0.2,0.2,0.4,0.2,0.4,3.1290370896458626,3.1290370896458626,0.21334343793039973,0.21334343793039973,14.9,13,0.0,32.5,0.87,0.08,0.23,0.07822592724114656,-0.12903708964586258,-0.12903708964586258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,0.0,0.0,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,24,36,4,0.0,0.0,0,0.0,0.0,0.0,0.0
Diego Coppola,it ITA,DF,Hellas Verona,20,2003,34,33,"2,927",2,0,0,0,10,0,0.06,0.0,0.06,0.06,0.06,1.3077915208414197,1.3077915208414197,0.04019850986192889,0.04019850986192889,32.5,4,0.0,40.0,0.12,0.2,0.5,0.13077915208414198,0.6922084791585803,0.6922084791585803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,0.0,0.0,0.0,0.0,0.0,0.0,66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,44,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0
Maxwel Cornet,ci CIV,MF,Genoa,27,1996,7,2,246,2,1,0,0,0,0,0.73,0.37,1.1,0.73,1.1,1.0113862305879593,1.0113862305879593,0.37926983647048473,0.37926983647048473,2.7,3,0.0,60.0,1.1,0.4,0.67,0.20227724611759185,0.9886137694120407,0.9886137694120407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0.0,0.0,0,0.0,0.0,0.0,0.0
Joaquín Correa,ar ARG,"FW,MF",Inter,29,1994,19,6,731,2,2,0,0,3,0,0.25,0.25,0.49,0.25,0.49,2.388469398021698,2.388469398021698,0.30665084995998976,0.30665084995998976,8.1,6,0.0,42.9,0.74,0.14,0.33,0.17060495700154985,-0.388469398021698,-0.388469398021698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,8,14,2,0.0,0.0,0,0.0,0.0,0.0,0.0
Alberto costa,pt POR,"DF,MF",Juventus,20,2003,9,3,357,0,1,0,0,3,0,0.0,0.25,0.25,0.0,0.25,1.0256558116525412,1.0256558116525412,0.2699094241190898,0.2699094241190898,4.0,2,0.0,28.6,0.5,0.0,0.0,0.14652225880750588,-1.0256558116525412,-1.0256558116525412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,8,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0
Lassana Coulibaly,ml MLI,MF,Lecce,28,1996,38,30,"2,667",1,0,0,0,3,0,0.03,0.0,0.03,0.03,0.03,1.2990855276584623,1.2990855276584623,0.043512354852721105,0.043512354852721105,29.6,3,0.0,33.3,0.1,0.11,0.33,0.1443428364064958,-0.2990855276584623,-0.2990855276584623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34,0.0,0.0,0.0,0.0,0.0,0.0,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,39,44,0,0.0,0.0,0,0.0,0.0,0.0,0.0
Woyo Coulibaly,ml MLI,DF,Parma,25,1999,14,12,"1,084",0,1,0,0,1,1,0.0,0.08,0.08,0.0,0.08,0.1118743168190121,0.1118743168190121,0.009305627092154425,0.009305627092154425,12.0,0,0.0,0.0,0.0,0.0,0.0,0.0372914389396707,-0.1118743168190121,-0.1118743168190121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,0.0,0.0,0.0,0.0,0.0,0.0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,12,12,1,0.0,0.0,1,0.0,0.0,0.0,0.0
Bryan Cristante,it ITA,MF,Roma,29,1995,30,23,"2,045",4,2,0,0,8,0,0.18,0.09,0.26,0.18,0.26,2.4521201327443123,2.4521201327443123,0.10786452196822488,0.10786452196822488,22.7,7,0.0,23.3,0.31,0.13,0.57,0.08173733775814375,1.5478798672556877,1.5478798672556877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29,0.0,0.0,0.0,0.0,0.0,0.0,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,37,9,0,0.0,0.0,0,0.0,0.0,0.0,0.0
Domen Črnigoj,si SVN,MF,Venezia,28,1995,8,1,136,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0925334468483924,0.0925334468483924,0.06882653071368029,0.06882653071368029,1.5,0,0.0,0.0,0.0,0.0,0.0,0.0925334468483924,-0.0925334468483924,-0.0925334468483924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,4,0,0.0,0.0,0,0.0,0.0,0.0,0.0
Juan Cuadrado,co COL,"MF,FW",Atalanta,36,1988,23,7,832,0,2,0,0,3,0,0.0,0.22,0.22,0.0,0.22,1.4727812930941582,1.4727812930941582,0.1656878954730928,0.1656878954730928,9.2,4,0.0,25.0,0.43,0.0,0.0,0.09204883081838489,-1.4727812930941582,-1.4727812930941582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,0.0,0.0,0.0,0.0,0.0,0.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,9,27,0,0.0,0.0,0,0.0,0.0,0.0,0.0
Patrick Cutrone,it ITA,FW,Como,26,1998,33,23,"2,047",7,4,0,1,1,0,0.31,0.18,0.48,0.31,0.48,8.805660281330347,8.044361483305693,0.3850871843147382,0.35179423396380577,22.7,26,0.0,37.1,1.14,0.1,0.27,0.11658494903341583,-1.805660281330347,-1.0443614833056927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,23,28,20,0.0,0.0,0,0.0,0.0,0.0,0.0
Wylan Cyprien,fr FRA,MF,Parma,29,1995,2,0,28,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.3532252907752991,0.3532252907752991,1.5138226747512817,1.5138226747512817,0.3,0,0.0,0.0,0.0,0.0,0.0,0.3532252907752991,-0.3532252907752991,-0.3532252907752991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0
Danilo D'Ambrosio,it ITA,DF,Monza,35,1988,20,12,"1,095",0,1,0,0,2,1,0.0,0.08,0.08,0.0,0.08,0.0,0.0,0.0,0.0,12.2,4,0.0,44.4,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,0.0,0.0,0.0,0.0,0.0,0.0,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,18,11,3,0.0,0.0,0,0.0,0.0,0.0,0.0
