matchday,team,player,role,vote,fantavote,vote_raw,fantavote_raw
1,Atalanta,Carnesecchi,p,6.5,5.5,"6,5","5,5"
1,Atalanta,Djimsiti,d,5.0,5.0,5,5
1,Atalanta,Bellanova,d,5.5,5.5,"5,5","5,5"
1,Atalanta,Scalvini,d,5.5,5.5,"5,5","5,5"
1,Atalanta,Kossounou,d,55.0,55.0,55,55
1,Atalanta,Hien,d,5.0,3.0,5,3
1,Atalanta,De Roon,c,5.5,5.5,"5,5","5,5"
1,Atalanta,Pasalic,c,6.0,7.0,6,7
1,Atalanta,Maldini,c,5.5,5.0,"5,5",5
1,Atalanta,Samardzic,c,55.0,55.0,55,55
1,Atalanta,Zalewski,c,6.5,6.5,"6,5","6,5"
1,Atalanta,Ederson D.S.,c,5.5,5.5,"5,5","5,5"
1,Atalanta,Scamacca,a,7.0,10.0,7,10
1,Atalanta,Sulemana K.,a,6.0,5.5,6,"5,5"
1,Atalanta,De Ketelaere,a,5.5,5.5,"5,5","5,5"
1,Atalanta,Krstovic,a,5.5,5.5,"5,5","5,5"
1,Atalanta,Juric,all,5.5,5.0,"5,5",5
1,Bologna,Skorupski,p,6.0,5.0,6,5
1,Bologna,De Silvestri,d,6.0,6.0,6,6
1,Bologna,Lykogiannis,d,5.0,5.0,5,5
1,Bologna,Zortea,d,5.5,5.5,"5,5","5,5"
1,Bologna,Casale,d,5.5,5.5,"5,5","5,5"
1,Bologna,Lucumì,d,5.0,5.0,5,5
1,Bologna,Vitik,d,6.0,6.0,6,6
1,Bologna,Bernardeschi,c,55.0,55.0,55,55
1,Bologna,Freuler,c,6.0,5.5,6,"5,5"
1,Bologna,Orsolini,c,6.0,6.0,6,6
1,Bologna,Odgaard,c,5.0,5.0,5,5
1,Bologna,Pobega,c,5.0,5.0,5,5
1,Bologna,Fabbian,c,6.0,6.0,6,6
1,Bologna,Immobile,a,6.0,6.0,6,6
1,Bologna,Cambiaghi,a,5.0,5.0,5,5
1,Bologna,Castro S.,a,6.5,6.5,"6,5","6,5"
1,Bologna,Italiano,all,5.5,5.5,"5,5","5,5"
1,Cagliari,Caprile,p,6.0,5.0,6,5
1,Cagliari,Luperto,d,7.0,10.0,7,10
1,Cagliari,Mina,d,5.5,5.5,"5,5","5,5"
1,Cagliari,Zappa,d,6.0,6.0,6,6
1,Cagliari,Obert,d,6.0,5.5,6,"5,5"
1,Cagliari,Idrissi R.,d,6.0,6.0,6,6
1,Cagliari,Deiola,c,6.0,6.0,6,6
1,Cagliari,Mazzitelli,c,6.0,5.5,6,"5,5"
1,Cagliari,Gaetano,c,6.5,7.5,"6,5","7,5"
1,Cagliari,Adopo,c,6.0,6.0,6,6
1,Cagliari,Folorunsho,c,6.0,6.0,6,6
1,Cagliari,Prati,c,6.0,6.0,6,6
1,Cagliari,Esposito Se.,a,6.0,6.0,6,6
1,Cagliari,Luvumbo,a,6.0,6.0,6,6
1,Cagliari,Borrelli,a,5.5,5.0,"5,5",5
1,Cagliari,Kilicsoy,a,55.0,55.0,55,55
1,Cagliari,Pisacane,all,6.5,6.5,"6,5","6,5"
1,Como,Butez,p,6.0,6.0,6,6
1,Como,Vojvoda,d,7.0,7.0,7,7
1,Como,Valle,d,6.5,6.5,"6,5","6,5"
1,Como,Ramon,d,7.0,7.0,7,7
1,Como,Kempf,d,6.0,6.0,6,6
1,Como,Van Der Brempt,d,6.0,5.5,6,"5,5"
1,Como,Smolcic I.,d,6.0,6.0,6,6
1,Como,Sergi Roberto,c,55.0,55.0,55,55
1,Como,Caqueret,c,55.0,55.0,55,55
1,Como,Da Cunha,c,6.5,6.5,"6,5","6,5"
1,Como,Perrone,c,6.5,6.5,"6,5","6,5"
1,Como,Paz N.,c,7.5,11.0,"7,5",11
1,Como,Morata,a,6.0,6.0,6,6
1,Como,Douvikas,a,7.0,10.0,7,10
1,Como,Kuhn,a,55.0,55.0,55,55
1,Como,Rodriguez Je.,a,6.5,6.5,"6,5","6,5"
1,Como,Fabregas,all,7.0,7.0,7,7
1,Cremonese,Audero,p,6.5,5.5,"6,5","5,5"
1,Cremonese,Bianchetti,d,6.5,6.5,"6,5","6,5"
1,Cremonese,Pezzella Giu.,d,6.5,7.5,"6,5","7,5"
1,Cremonese,Ceccherini,d,55.0,55.0,55,55
1,Cremonese,Terracciano F.,d,6.5,6.0,"6,5",6
1,Cremonese,Baschirotto,d,8.0,11.0,8,11
1,Cremonese,Grassi,c,5.5,5.0,"5,5",5
1,Cremonese,Bondo,c,6.0,5.5,6,"5,5"
1,Cremonese,Zerbin,c,7.0,8.0,7,8
1,Cremonese,Payero,c,6.0,5.5,6,"5,5"
1,Cremonese,Collocolo,c,6.5,6.5,"6,5","6,5"
1,Cremonese,Vandeputte,c,6.0,6.0,6,6
1,Cremonese,Sanabria,a,6.0,6.0,6,6
1,Cremonese,Bonazzoli,a,7.5,10.5,"7,5","10,5"
1,Cremonese,De Luca,a,55.0,55.0,55,55
1,Cremonese,Okereke,a,6.0,6.0,6,6
1,Cremonese,Nicola,all,7.0,7.0,7,7
1,Fiorentina,De Gea,p,5.5,4.5,"5,5","4,5"
1,Fiorentina,Gosens,d,6.5,6.5,"6,5","6,5"
1,Fiorentina,Ranieri L.,d,6.0,6.0,6,6
1,Fiorentina,Marì,d,5.0,4.5,5,"4,5"
1,Fiorentina,Parisi,d,5.5,5.5,"5,5","5,5"
1,Fiorentina,Pongracic,d,6.0,5.5,6,"5,5"
1,Fiorentina,Viti,d,6.0,6.0,6,6
1,Fiorentina,Dodò,d,6.0,6.0,6,6
1,Fiorentina,Comuzzo,d,6.0,6.0,6,6
1,Fiorentina,Mandragora,c,7.0,10.0,7,10
1,Fiorentina,Fagioli,c,6.0,6.0,6,6
1,Fiorentina,Sohm,c,5.5,5.5,"5,5","5,5"
1,Fiorentina,Gudmundsson A.,c,6.5,7.5,"6,5","7,5"
1,Fiorentina,Fazzini,c,6.0,6.0,6,6
1,Fiorentina,Ndour,c,5.5,5.5,"5,5","5,5"
1,Fiorentina,Kean,a,5.0,5.0,5,5
1,Fiorentina,Pioli,all,6.0,6.0,6,6
1,Genoa,Leali,p,6.0,6.0,6,6
1,Genoa,Martin,d,6.0,5.5,6,"5,5"
1,Genoa,Vasquez,d,6.5,6.5,"6,5","6,5"
1,Genoa,Marcandalli,d,6.5,6.5,"6,5","6,5"
1,Genoa,Norton-Cuffy,d,5.0,5.0,5,5
1,Genoa,Thorsby,c,55.0,55.0,55,55
1,Genoa,Messias,c,5.5,5.5,"5,5","5,5"
1,Genoa,Frendrup,c,6.0,6.0,6,6
1,Genoa,Ellertsson,c,6.0,6.0,6,6
1,Genoa,Carboni V.,c,6.0,6.0,6,6
1,Genoa,Gronbaek,c,5.5,5.5,"5,5","5,5"
1,Genoa,Masini,c,6.0,6.0,6,6
1,Genoa,Stanciu,c,6.0,6.0,6,6
1,Genoa,Colombo,a,5.0,5.0,5,5
1,Genoa,Vitinha O.,a,55.0,55.0,55,55
1,Genoa,Ekhator,a,5.5,5.0,"5,5",5
1,Genoa,Vieira P.,all,5.5,5.5,"5,5","5,5"
1,Inter,Sommer,p,6.0,6.0,6,6
1,Inter,Dimarco,d,6.5,6.5,"6,5","6,5"
1,Inter,Acerbi,d,6.5,6.5,"6,5","6,5"
1,Inter,Bastoni,d,7.5,11.5,"7,5","11,5"
1,Inter,Pavard,d,6.5,6.5,"6,5","6,5"
1,Inter,Dumfries,d,6.5,6.5,"6,5","6,5"
1,Inter,Carlos Augusto,d,6.0,6.0,6,6
1,Inter,Zielinski,c,55.0,55.0,55,55
1,Inter,Barella,c,6.5,7.5,"6,5","7,5"
1,Inter,Mkhitaryan,c,6.5,6.5,"6,5","6,5"
1,Inter,Luis Henrique,c,55.0,55.0,55,55
1,Inter,Diouf,c,55.0,55.0,55,55
1,Inter,Sucic P.,c,7.0,8.0,7,8
1,Inter,Martinez L.,a,7.5,11.5,"7,5","11,5"
1,Inter,Thuram,a,7.5,13.5,"7,5","13,5"
1,Inter,Bonny,a,7.0,10.0,7,10
1,Inter,Chivu,all,8.0,8.0,8,8
1,Juventus,Di Gregorio,p,6.0,6.0,6,6
1,Juventus,Bremer,d,6.5,6.5,"6,5","6,5"
1,Juventus,Kalulu,d,6.0,6.0,6,6
1,Juventus,Cambiaso,d,4.5,3.5,"4,5","3,5"
1,Juventus,Gatti,d,6.0,5.5,6,"5,5"
1,Juventus,Kelly L.,d,6.0,6.0,6,6
1,Juventus,Joao Mario,d,6.0,6.0,6,6
1,Juventus,Locatelli,c,6.5,6.5,"6,5","6,5"
1,Juventus,McKennie,c,55.0,55.0,55,55
1,Juventus,Thuram K.,c,6.5,6.5,"6,5","6,5"
1,Juventus,Koopmeiners,c,6.0,6.0,6,6
1,Juventus,Conceicao,c,6.5,6.5,"6,5","6,5"
1,Juventus,Vlahovic,a,7.0,10.0,7,10
1,Juventus,Gonzalez N.,a,55.0,55.0,55,55
1,Juventus,David,a,7.0,10.0,7,10
1,Juventus,Yildiz,a,7.5,9.5,"7,5","9,5"
1,Juventus,Tudor,all,7.0,6.5,7,"6,5"
1,Lazio,Provedel,p,6.0,4.0,6,4
1,Lazio,Marusic,d,5.5,5.5,"5,5","5,5"
1,Lazio,Lazzari,d,5.0,5.0,5,5
1,Lazio,Pellegrini Lu.,d,5.5,5.5,"5,5","5,5"
1,Lazio,Tavares N.,d,5.0,5.0,5,5
1,Lazio,Gila,d,5.5,5.5,"5,5","5,5"
1,Lazio,Provstgaard,d,5.5,5.5,"5,5","5,5"
1,Lazio,Cataldi,c,5.0,5.0,5,5
1,Lazio,Zaccagni,c,5.0,4.5,5,"4,5"
1,Lazio,Guendouzi,c,5.5,5.0,"5,5",5
1,Lazio,Rovella,c,5.5,5.5,"5,5","5,5"
1,Lazio,Dele-Bashiru,c,5.0,5.0,5,5
1,Lazio,Pedro,a,5.5,5.5,"5,5","5,5"
1,Lazio,Cancellieri,a,5.5,5.5,"5,5","5,5"
1,Lazio,Dia,a,5.5,5.5,"5,5","5,5"
1,Lazio,Castellanos,a,5.5,5.0,"5,5",5
1,Lazio,Sarri,all,5.0,5.0,5,5
1,Lecce,Falcone,p,7.0,7.0,7,7
1,Lecce,Gallo,d,6.5,6.5,"6,5","6,5"
1,Lecce,Gaspar K.,d,6.5,6.5,"6,5","6,5"
1,Lecce,Tiago Gabriel,d,6.5,6.5,"6,5","6,5"
1,Lecce,Veiga D.,d,6.0,5.5,6,"5,5"
1,Lecce,Kouassi,d,6.0,6.0,6,6
1,Lecce,Sottil,c,5.5,5.5,"5,5","5,5"
1,Lecce,Coulibaly L.,c,6.5,6.5,"6,5","6,5"
1,Lecce,Berisha M.,c,5.5,5.5,"5,5","5,5"
1,Lecce,Ramadani,c,6.0,6.0,6,6
1,Lecce,Kaba,c,6.0,6.0,6,6
1,Lecce,Pierret,c,55.0,55.0,55,55
1,Lecce,Tete Morente,c,5.5,5.0,"5,5",5
1,Lecce,Banda,a,5.5,5.0,"5,5",5
1,Lecce,Camarda,a,5.0,5.0,5,5
1,Lecce,N'Dri,a,55.0,55.0,55,55
1,Lecce,Di Francesco,all,6.0,6.0,6,6
1,Milan,Maignan,p,6.0,4.0,6,4
1,Milan,Gabbia,d,6.0,6.0,6,6
1,Milan,Tomori,d,6.0,6.0,6,6
1,Milan,Pavlovic,d,6.5,9.5,"6,5","9,5"
1,Milan,Estupinan,d,6.0,7.0,6,7
1,Milan,Jimenez A.,d,5.5,5.0,"5,5",5
1,Milan,Pulisic,c,6.0,6.0,6,6
1,Milan,Modric,c,6.5,6.5,"6,5","6,5"
1,Milan,Loftus-Cheek,c,5.5,5.5,"5,5","5,5"
1,Milan,Fofana Y.,c,5.0,5.0,5,5
1,Milan,Chukwueze,c,5.5,5.5,"5,5","5,5"
1,Milan,Saelemaekers,c,6.0,6.0,6,6
1,Milan,Jashari,c,5.5,5.5,"5,5","5,5"
1,Milan,Gimenez,a,5.0,5.0,5,5
1,Milan,Allegri,all,5.0,5.0,5,5
1,Napoli,Meret,p,6.0,6.0,6,6
1,Napoli,Juan Jesus,d,6.5,6.5,"6,5","6,5"
1,Napoli,Spinazzola,d,55.0,55.0,55,55
1,Napoli,Di Lorenzo,d,6.0,6.0,6,6
1,Napoli,Rrahmani,d,6.5,6.5,"6,5","6,5"
1,Napoli,Olivera,d,6.0,6.0,6,6
1,Napoli,Politano,c,7.0,8.0,7,8
1,Napoli,De Bruyne,c,7.0,10.0,7,10
1,Napoli,Zambo Anguissa,c,7.0,7.0,7,7
1,Napoli,Lobotka,c,6.0,6.0,6,6
1,Napoli,McTominay,c,7.5,10.5,"7,5","10,5"
1,Napoli,Gilmour,c,55.0,55.0,55,55
1,Napoli,Neres,c,6.0,6.0,6,6
1,Napoli,Vergara,c,55.0,55.0,55,55
1,Napoli,Lucca,a,5.5,5.0,"5,5",5
1,Napoli,Lang,a,55.0,55.0,55,55
1,Napoli,Conte,all,7.0,7.0,7,7
1,Parma,Suzuki,p,6.5,4.0,"6,5",4
1,Parma,Valenti,d,6.0,6.0,6,6
1,Parma,Valeri,d,5.5,5.5,"5,5","5,5"
1,Parma,Circati,d,5.0,5.0,5,5
1,Parma,Delprato,d,6.0,6.0,6,6
1,Parma,Lovik,d,6.0,6.0,6,6
1,Parma,Bernabè,c,6.0,6.0,6,6
1,Parma,Keita M.,c,5.5,5.5,"5,5","5,5"
1,Parma,Ordonez C.,c,5.5,5.5,"5,5","5,5"
1,Parma,Sorensen O.,c,6.0,5.5,6,"5,5"
1,Parma,Djuric,a,55.0,55.0,55,55
1,Parma,Almqvist,a,6.0,6.0,6,6
1,Parma,Benedyczak,a,55.0,55.0,55,55
1,Parma,Pellegrino M.,a,6.0,6.0,6,6
1,Parma,Cuesta,all,5.5,5.5,"5,5","5,5"
1,Pisa,Semper,p,6.5,5.5,"6,5","5,5"
1,Pisa,Cuadrado,d,6.0,6.0,6,6
1,Pisa,Caracciolo A.,d,6.5,6.5,"6,5","6,5"
1,Pisa,Calabresi,d,6.0,6.0,6,6
1,Pisa,Canestrelli,d,6.5,6.5,"6,5","6,5"
1,Pisa,Angori,d,7.0,7.0,7,7
1,Pisa,Denoon,d,5.5,5.5,"5,5","5,5"
1,Pisa,Tramoni M.,c,6.0,6.0,6,6
1,Pisa,Aebischer,c,5.5,5.5,"5,5","5,5"
1,Pisa,Akinsanmiro,c,6.0,6.0,6,6
1,Pisa,Piccinini G.,c,6.0,6.0,6,6
1,Pisa,Tourè I.,c,7.0,7.0,7,7
1,Pisa,Marin M.,c,6.0,6.0,6,6
1,Pisa,Nzola,a,6.0,6.0,6,6
1,Pisa,Moreo,a,6.5,6.5,"6,5","6,5"
1,Pisa,Meister,a,6.0,6.0,6,6
1,Pisa,Gilardino,all,6.5,6.5,"6,5","6,5"
1,Roma,Svilar,p,6.0,6.0,6,6
1,Roma,Mancini,d,6.5,6.0,"6,5",6
1,Roma,N'Dicka,d,6.5,6.5,"6,5","6,5"
1,Roma,Angelino,d,6.0,6.0,6,6
1,Roma,Hermoso,d,6.5,6.5,"6,5","6,5"
1,Roma,Rensch,d,55.0,55.0,55,55
1,Roma,Wesley,d,7.0,10.0,7,10
1,Roma,Cristante,c,6.5,6.5,"6,5","6,5"
1,Roma,El Shaarawy,c,6.0,6.0,6,6
1,Roma,Konè M.,c,6.5,6.5,"6,5","6,5"
1,Roma,El Aynaoui,c,6.0,6.0,6,6
1,Roma,Dybala,a,6.5,6.5,"6,5","6,5"
1,Roma,Soulè,a,5.0,5.0,5,5
1,Roma,Ferguson E.,a,6.5,6.5,"6,5","6,5"
1,Roma,Dovbyk,a,5.5,5.5,"5,5","5,5"
1,Roma,Gasperini,all,6.5,6.5,"6,5","6,5"
1,Sassuolo,Turati,p,5.5,3.5,"5,5","3,5"
1,Sassuolo,Romagna,d,5.0,5.0,5,5
1,Sassuolo,Walukiewicz,d,5.5,5.5,"5,5","5,5"
1,Sassuolo,Doig,d,6.0,6.0,6,6
1,Sassuolo,Candè,d,55.0,55.0,55,55
1,Sassuolo,Muharemovic,d,5.5,5.5,"5,5","5,5"
1,Sassuolo,Ghion,c,55.0,55.0,55,55
1,Sassuolo,Boloca,c,6.0,6.0,6,6
1,Sassuolo,Lipani,c,5.5,5.5,"5,5","5,5"
1,Sassuolo,Konè I.,c,4.5,3.5,"4,5","3,5"
1,Sassuolo,Fadera,c,6.0,6.0,6,6
1,Sassuolo,Berardi,a,6.0,5.5,6,"5,5"
1,Sassuolo,Pierini,a,55.0,55.0,55,55
1,Sassuolo,Pinamonti,a,5.0,5.0,5,5
1,Sassuolo,Laurientè,a,5.5,5.5,"5,5","5,5"
1,Sassuolo,Moro L.,a,55.0,55.0,55,55
1,Sassuolo,Grosso,all,5.0,5.0,5,5
1,Torino,Israel,p,5.0,0.0,5,0
1,Torino,Masina,d,4.5,4.5,"4,5","4,5"
1,Torino,Biraghi,d,4.5,4.5,"4,5","4,5"
1,Torino,Lazaro,d,5.0,5.0,5,5
1,Torino,Pedersen,d,55.0,55.0,55,55
1,Torino,Coco,d,4.5,4.5,"4,5","4,5"
1,Torino,Tameze,c,5.0,5.0,5,5
1,Torino,Vlasic,c,5.5,5.5,"5,5","5,5"
1,Torino,Casadei,c,5.5,5.5,"5,5","5,5"
1,Torino,Ilkhan,c,5.0,5.0,5,5
1,Torino,Gineitis,c,4.0,4.0,4,4
1,Torino,Anjorin,c,55.0,55.0,55,55
1,Torino,Simeone,a,5.0,5.0,5,5
1,Torino,Ngonge,a,5.0,5.0,5,5
1,Torino,Adams C.,a,5.5,5.5,"5,5","5,5"
1,Torino,Aboukhlal,a,5.5,5.5,"5,5","5,5"
1,Torino,Baroni,all,4.0,4.0,4,4
1,Udinese,Sava,p,6.0,5.0,6,5
1,Udinese,Kamara H.,d,6.0,6.0,6,6
1,Udinese,Bertola,d,6.0,5.5,6,"5,5"
1,Udinese,Ehizibue,d,5.5,5.5,"5,5","5,5"
1,Udinese,Zemura,d,5.5,5.5,"5,5","5,5"
1,Udinese,Kristensen T.,d,7.0,10.0,7,10
1,Udinese,Solet,d,5.5,5.5,"5,5","5,5"
1,Udinese,Lovric,c,6.5,7.5,"6,5","7,5"
1,Udinese,Zarraga,c,6.0,6.0,6,6
1,Udinese,Karlstrom,c,6.0,6.0,6,6
1,Udinese,Atta,c,6.5,6.5,"6,5","6,5"
1,Udinese,Piotrowski,c,5.5,5.5,"5,5","5,5"
1,Udinese,Davis K.,a,5.5,5.0,"5,5",5
1,Udinese,Bravo,a,6.0,5.5,6,"5,5"
1,Udinese,Bayo V.,a,5.5,5.5,"5,5","5,5"
1,Udinese,Runjaic,all,6.0,6.0,6,6
1,Verona,Montipò,p,6.0,5.0,6,5
1,Verona,Bradaric,d,6.0,6.0,6,6
1,Verona,Ebosse,d,55.0,55.0,55,55
1,Verona,Frese,d,5.0,5.0,5,5
1,Verona,Unai Nunez,d,5.5,5.5,"5,5","5,5"
1,Verona,Oyegoke,d,55.0,55.0,55,55
1,Verona,Nelsson,d,5.5,5.5,"5,5","5,5"
1,Verona,Belghali,d,6.0,5.5,6,"5,5"
1,Verona,Cham,d,6.0,6.0,6,6
1,Verona,Niasse,c,5.5,5.5,"5,5","5,5"
1,Verona,Harroui,c,6.0,6.0,6,6
1,Verona,Serdar,c,7.0,10.0,7,10
1,Verona,Bernede,c,5.5,5.5,"5,5","5,5"
1,Verona,Sarr A.,a,5.5,5.5,"5,5","5,5"
1,Verona,Mosquera,a,6.0,6.0,6,6
1,Verona,Giovane,a,7.0,8.0,7,8
1,Verona,Zanetti,all,6.0,6.0,6,6
2,Atalanta,Carnesecchi,p,6.0,5.0,6,5
2,Atalanta,Zappacosta,d,6.0,6.0,6,6
2,Atalanta,Djimsiti,d,6.0,6.0,6,6
2,Atalanta,Bellanova,d,6.0,6.0,6,6
2,Atalanta,Scalvini,d,5.5,5.5,"5,5","5,5"
2,Atalanta,Hien,d,5.5,5.0,"5,5",5
2,Atalanta,De Roon,c,6.5,6.0,"6,5",6
2,Atalanta,Pasalic,c,7.0,10.0,7,10
2,Atalanta,Maldini,c,5.5,5.5,"5,5","5,5"
2,Atalanta,Brescianini,c,55.0,55.0,55,55
2,Atalanta,Zalewski,c,6.0,6.0,6,6
2,Atalanta,Scamacca,a,6.0,6.0,6,6
2,Atalanta,Sulemana K.,a,5.5,5.5,"5,5","5,5"
2,Atalanta,De Ketelaere,a,6.0,6.0,6,6
2,Atalanta,Krstovic,a,6.5,7.5,"6,5","7,5"
2,Atalanta,Juric,all,6.0,6.0,6,6
2,Bologna,Skorupski,p,6.0,6.0,6,6
2,Bologna,Lykogiannis,d,5.5,5.5,"5,5","5,5"
2,Bologna,Zortea,d,6.0,6.0,6,6
2,Bologna,Miranda J.,d,55.0,55.0,55,55
2,Bologna,Lucumì,d,6.5,6.0,"6,5",6
2,Bologna,Vitik,d,6.0,5.5,6,"5,5"
2,Bologna,Heggem,d,7.0,7.0,7,7
2,Bologna,Freuler,c,6.5,6.5,"6,5","6,5"
2,Bologna,Orsolini,c,7.0,10.0,7,10
2,Bologna,Odgaard,c,6.0,6.0,6,6
2,Bologna,Pobega,c,6.0,5.5,6,"5,5"
2,Bologna,Moro N.,c,5.5,5.5,"5,5","5,5"
2,Bologna,Fabbian,c,6.0,6.0,6,6
2,Bologna,Cambiaghi,a,6.5,6.0,"6,5",6
2,Bologna,Castro S.,a,6.5,7.5,"6,5","7,5"
2,Bologna,Dallinga,a,6.0,6.0,6,6
2,Bologna,Italiano,all,6.5,6.5,"6,5","6,5"
2,Cagliari,Caprile,p,6.5,5.5,"6,5","5,5"
2,Cagliari,Luperto,d,6.5,6.5,"6,5","6,5"
2,Cagliari,Mina,d,6.0,6.0,6,6
2,Cagliari,Zappa,d,6.0,5.5,6,"5,5"
2,Cagliari,Di Pardo,d,55.0,55.0,55,55
2,Cagliari,Obert,d,5.5,5.5,"5,5","5,5"
2,Cagliari,Palestra,d,6.5,6.5,"6,5","6,5"
2,Cagliari,Idrissi R.,d,55.0,55.0,55,55
2,Cagliari,Deiola,c,6.0,6.0,6,6
2,Cagliari,Gaetano,c,5.5,5.5,"5,5","5,5"
2,Cagliari,Adopo,c,6.0,6.0,6,6
2,Cagliari,Folorunsho,c,6.0,6.0,6,6
2,Cagliari,Prati,c,6.5,6.5,"6,5","6,5"
2,Cagliari,Esposito Se.,a,6.0,6.0,6,6
2,Cagliari,Luvumbo,a,6.5,6.5,"6,5","6,5"
2,Cagliari,Borrelli,a,5.5,5.5,"5,5","5,5"
2,Cagliari,Pisacane,all,6.0,6.0,6,6
2,Como,Butez,p,6.0,5.0,6,5
2,Como,Vojvoda,d,6.0,5.5,6,"5,5"
2,Como,Valle,d,5.5,5.5,"5,5","5,5"
2,Como,Ramon,d,5.5,5.0,"5,5",5
2,Como,Kempf,d,6.0,6.0,6,6
2,Como,Van Der Brempt,d,6.0,6.0,6,6
2,Como,Smolcic I.,d,5.5,5.0,"5,5",5
2,Como,Sergi Roberto,c,6.0,6.0,6,6
2,Como,Da Cunha,c,6.0,6.0,6,6
2,Como,Perrone,c,5.5,5.0,"5,5",5
2,Como,Paz N.,c,6.5,6.5,"6,5","6,5"
2,Como,Baturina,c,55.0,55.0,55,55
2,Como,Morata,a,5.5,5.5,"5,5","5,5"
2,Como,Douvikas,a,5.5,5.5,"5,5","5,5"
2,Como,Kuhn,a,5.5,5.5,"5,5","5,5"
2,Como,Rodriguez Je.,a,5.5,5.5,"5,5","5,5"
2,Como,Fabregas,all,6.0,5.5,6,"5,5"
2,Cremonese,Audero,p,6.0,4.0,6,4
2,Cremonese,Bianchetti,d,6.0,6.0,6,6
2,Cremonese,Pezzella Giu.,d,6.0,6.0,6,6
2,Cremonese,Terracciano F.,d,6.5,9.5,"6,5","9,5"
2,Cremonese,Baschirotto,d,5.5,5.5,"5,5","5,5"
2,Cremonese,Floriani Mussolini,d,6.5,6.5,"6,5","6,5"
2,Cremonese,Grassi,c,5.0,5.0,5,5
2,Cremonese,Vazquez,c,7.0,10.0,7,10
2,Cremonese,Bondo,c,6.0,6.0,6,6
2,Cremonese,Zerbin,c,6.5,6.5,"6,5","6,5"
2,Cremonese,Payero,c,6.0,6.0,6,6
2,Cremonese,Collocolo,c,6.5,6.5,"6,5","6,5"
2,Cremonese,Vandeputte,c,7.0,8.0,7,8
2,Cremonese,Sanabria,a,6.5,7.0,"6,5",7
2,Cremonese,De Luca,a,7.0,10.0,7,10
2,Cremonese,Okereke,a,6.0,6.0,6,6
2,Cremonese,Nicola,all,6.5,6.5,"6,5","6,5"
2,Fiorentina,De Gea,p,6.5,6.5,"6,5","6,5"
2,Fiorentina,Gosens,d,6.0,6.0,6,6
2,Fiorentina,Ranieri L.,d,6.5,6.5,"6,5","6,5"
2,Fiorentina,Pongracic,d,6.0,5.5,6,"5,5"
2,Fiorentina,Dodò,d,7.0,7.0,7,7
2,Fiorentina,Comuzzo,d,6.5,6.5,"6,5","6,5"
2,Fiorentina,Kouadio,d,6.0,6.0,6,6
2,Fiorentina,Mandragora,c,6.0,6.0,6,6
2,Fiorentina,Fagioli,c,5.5,5.5,"5,5","5,5"
2,Fiorentina,Sohm,c,6.0,5.5,6,"5,5"
2,Fiorentina,Gudmundsson A.,c,5.0,5.0,5,5
2,Fiorentina,Fazzini,c,55.0,55.0,55,55
2,Fiorentina,Ndour,c,5.5,5.5,"5,5","5,5"
2,Fiorentina,Dzeko,a,55.0,55.0,55,55
2,Fiorentina,Kean,a,5.0,5.0,5,5
2,Fiorentina,Piccoli,a,6.0,6.0,6,6
2,Fiorentina,Pioli,all,5.5,5.5,"5,5","5,5"
2,Genoa,Leali,p,7.0,6.0,7,6
2,Genoa,Martin,d,6.0,6.0,6,6
2,Genoa,Vasquez,d,6.0,6.0,6,6
2,Genoa,Ostigard,d,5.5,5.0,"5,5",5
2,Genoa,Norton-Cuffy,d,6.5,6.5,"6,5","6,5"
2,Genoa,Thorsby,c,6.0,6.0,6,6
2,Genoa,Malinovskyi,c,6.0,6.0,6,6
2,Genoa,Frendrup,c,6.0,6.0,6,6
2,Genoa,Ellertsson,c,6.5,6.5,"6,5","6,5"
2,Genoa,Carboni V.,c,5.5,5.5,"5,5","5,5"
2,Genoa,Masini,c,6.5,6.5,"6,5","6,5"
2,Genoa,Stanciu,c,6.0,6.0,6,6
2,Genoa,Colombo,a,5.5,5.5,"5,5","5,5"
2,Genoa,Ekuban,a,6.0,6.0,6,6
2,Genoa,Vitinha O.,a,55.0,55.0,55,55
2,Genoa,Ekhator,a,55.0,55.0,55,55
2,Genoa,Vieira P.,all,6.0,6.0,6,6
2,Inter,Sommer,p,6.0,4.0,6,4
2,Inter,Dimarco,d,6.0,6.0,6,6
2,Inter,Acerbi,d,5.5,5.5,"5,5","5,5"
2,Inter,Bastoni,d,5.5,5.5,"5,5","5,5"
2,Inter,Dumfries,d,6.5,9.5,"6,5","9,5"
2,Inter,Carlos Augusto,d,55.0,55.0,55,55
2,Inter,Bisseck,d,5.0,5.0,5,5
2,Inter,Zielinski,c,55.0,55.0,55,55
2,Inter,Barella,c,5.5,5.5,"5,5","5,5"
2,Inter,Calhanoglu,c,5.0,5.0,5,5
2,Inter,Mkhitaryan,c,5.5,5.5,"5,5","5,5"
2,Inter,Sucic P.,c,5.0,5.0,5,5
2,Inter,Martinez L.,a,5.5,5.0,"5,5",5
2,Inter,Thuram,a,6.5,7.5,"6,5","7,5"
2,Inter,Bonny,a,55.0,55.0,55,55
2,Inter,Esposito F.P.,a,6.0,6.0,6,6
2,Inter,Chivu,all,5.0,5.0,5,5
2,Juventus,Di Gregorio,p,6.5,6.5,"6,5","6,5"
2,Juventus,Bremer,d,6.0,6.0,6,6
2,Juventus,Kalulu,d,5.5,5.5,"5,5","5,5"
