player,nationality,position,team,age,birth_year,games,games_starts,minutes,goals,assists,pens_made,pens_att,cards_yellow,cards_red,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg,npxg,xg_per90,npxg_per90,minutes_90s,shots_on_target,shots_free_kicks,shots_on_target_pct,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,npxg_per_shot,xg_net,npxg_net,passes_completed,passes,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,progressive_passes,passes_live,passes_dead,passes_free_kicks,through_balls,passes_switches,crosses,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,throw_ins,passes_offsides,passes_blocked,sca,sca_per90,sca_passes_live,sca_passes_dead,sca_shots,sca_fouled,gca,gca_per90,gca_passes_live,gca_passes_dead,gca_shots,gca_fouled,gca_defense,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,blocks,blocked_shots,blocked_passes,interceptions,clearances,errors,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,carries,progressive_carries,carries_into_final_third,carries_into_penalty_area,passes_received,miscontrols,dispossessed,cards_yellow_red,fouls,fouled,offsides,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct
Zakaria Aboukhlal,ma MAR,MF,Torino,25.0,2000.0,15,6,511,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,0.4121775142848491,0.4121775142848491,0.07419195257127284,0.07419195257127284,5.7,2,0.0,28.6,0.35,0.0,0.0,0.05888250204069273,-0.4121775142848491,-0.4121775142848491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,12,11,7,0.0,0.0,0,0.0,0.0,0.0,0.0
Francesco Acerbi,it ITA,DF,Inter,37.0,1988.0,18,15,"1,378",0,1,0,0,3,0,0.0,0.07,0.07,0.0,0.07,0.370837839320302,0.370837839320302,0.024185076477411,0.024185076477411,15.3,1,0.0,33.3,0.07,0.0,0.0,0.12361261310676734,-0.370837839320302,-0.370837839320302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,0.0,0.0,0.0,0.0,0.0,0.0,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,17,13,3,0.0,0.0,0,0.0,0.0,0.0,0.0
Ché Adams,sct SCO,FW,Torino,29.0,1996.0,33,19,"1,893",6,2,0,0,0,0,0.29,0.1,0.38,0.29,0.38,6.609602872282267,6.609602872282267,0.31325132096124486,0.31325132096124486,21.0,18,0.0,34.0,0.86,0.11,0.33,0.12470948815626919,-0.6096028722822666,-0.6096028722822666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,18,15,9,0.0,0.0,0,0.0,0.0,0.0,0.0
Jayden Addai,nl NED,MF,Como,19.0,2005.0,12,7,686,3,0,0,0,4,0,0.39,0.0,0.39,0.39,0.39,1.5144574735313654,1.5144574735313654,0.19811216950264954,0.19811216950264954,7.6,6,0.0,46.2,0.79,0.23,0.5,0.11649672873318195,1.4855425264686346,1.4855425264686346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,13,14,2,0.0,0.0,0,0.0,0.0,0.0,0.0
Vasilije Adžić,me MNE,MF,Juventus,19.0,2006.0,10,1,171,1,0,0,0,0,0,0.53,0.0,0.53,0.53,0.53,0.2269967542961239,0.2269967542961239,0.14387118230036022,0.14387118230036022,1.9,4,0.0,66.7,2.11,0.17,0.25,0.037832792382687316,0.7730032457038761,0.7730032457038761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0
Michel Aebischer,ch SUI,MF,Pisa,28.0,1997.0,35,33,"2,892",1,2,0,0,8,0,0.03,0.06,0.09,0.03,0.09,0.8299102364107966,0.8299102364107966,0.02565850954207204,0.02565850954207204,32.1,5,0.0,26.3,0.16,0.05,0.2,0.043679486126884035,0.17008976358920336,0.17008976358920336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37,0.0,0.0,0.0,0.0,0.0,0.0,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,44,38,0,0.0,0.0,0,0.0,0.0,0.0,0.0
Honest Ahanor,it ITA,DF,Atalanta,17.0,2008.0,22,15,"1,377",0,0,0,0,2,1,0.0,0.0,0.0,0.0,0.0,2.3819375336170197,2.3819375336170197,0.15670641668533025,0.15670641668533025,15.3,4,0.0,30.8,0.26,0.0,0.0,0.18322596412438613,-2.3819375336170197,-2.3819375336170197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,0.0,0.0,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,24,28,0,0.0,0.0,0,0.0,0.0,0.0,0.0
Junior Ajayi,ci CIV,FW,Hellas Verona,20.0,2004.0,1,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0
Manuel Akanji,ch SUI,DF,Inter,30.0,1995.0,33,31,"2,821",2,0,0,0,4,0,0.06,0.0,0.06,0.06,0.06,2.2994977347552776,2.2994977347552776,0.07354470367021144,0.07354470367021144,31.3,6,0.0,26.1,0.19,0.09,0.33,0.09997816238066425,-0.29949773475527763,-0.29949773475527763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24,0.0,0.0,0.0,0.0,0.0,0.0,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,26,18,2,0.0,0.0,0,0.0,0.0,0.0,0.0
Ebenezer Akinsanmiro,ng NGA,MF,Pisa,20.0,2004.0,24,16,"1,444",0,1,0,0,2,0,0.0,0.06,0.06,0.0,0.06,1.112527676858008,1.112527676858008,0.06948472652131901,0.06948472652131901,16.0,3,0.0,23.1,0.19,0.0,0.0,0.08557905206600061,-1.112527676858008,-1.112527676858008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,0.0,0.0,0.0,0.0,0.0,0.0,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,30,28,1,0.0,0.0,0,0.0,0.0,0.0,0.0
Jean-Daniel Akpa-Akpro,ci CIV,MF,Hellas Verona,32.0,1992.0,22,17,"1,504",1,0,0,0,9,0,0.06,0.0,0.06,0.06,0.06,0.8760971613228321,0.8760971613228321,0.051501466047717104,0.051501466047717104,16.7,4,0.0,30.8,0.24,0.08,0.25,0.06739208933252555,0.12390283867716789,0.12390283867716789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32,0.0,0.0,0.0,0.0,0.0,0.0,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,39,15,0,0.0,0.0,0,0.0,0.0,0.0,0.0
Al-Musrati,ly LBY,MF,Hellas Verona,29.0,1996.0,18,8,844,0,1,0,0,6,1,0.0,0.11,0.11,0.0,0.11,0.0,0.0,0.0,0.0,9.4,1,0.0,11.1,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0.0,0.0,0.0,0.0,0.0,0.0,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,15,3,1,0.0,0.0,0,0.0,0.0,0.0,0.0
Agustín Albarracín,uy URU,FW,Cagliari,19.0,2005.0,2,0,33,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3,0,0.0,0.0,0,0.0,0.0,0.0,0.0
Raúl Albiol,es ESP,DF,Pisa,39.0,1985.0,8,5,500,0,1,0,0,1,0,0.0,0.18,0.18,0.0,0.18,0.0676460266113281,0.0676460266113281,0.0123241748887035,0.0123241748887035,5.6,0,0.0,0.0,0.0,0.0,0.0,0.0676460266113281,-0.0676460266113281,-0.0676460266113281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,0.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,6,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0
Pontus Almqvist,se SWE,MF,Parma,26.0,1999.0,13,4,457,0,1,0,0,0,0,0.0,0.2,0.2,0.0,0.2,0.3375041931867599,0.3375041931867599,0.06872257327332215,0.06872257327332215,5.1,2,0.0,40.0,0.39,0.0,0.0,0.06750083863735198,-0.3375041931867599,-0.3375041931867599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,6,14,1,0.0,0.0,0,0.0,0.0,0.0,0.0
Giuseppe Ambrosino,it ITA,FW,Napoli,21.0,2003.0,3,0,38,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0.0,0.0,0,0.0,0.0,0.0,0.0
Amorim,br BRA,MF,Genoa,20.0,2005.0,11,6,552,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,0.0,0.0,0.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,7,18,1,0.0,0.0,0,0.0,0.0,0.0,0.0
Nícolas Andrade,br BRA,GK,Pisa,37.0,1988.0,6,6,540,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3,0,0.0,0.0,0,0.0,0.0,0.0,0.0
Angeliño,es ESP,MF,Roma,28.0,1997.0,7,5,416,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.232630755752325,0.232630755752325,0.04903224360119263,0.04903224360119263,4.6,2,0.0,40.0,0.43,0.0,0.0,0.046526151150465,-0.232630755752325,-0.232630755752325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,5,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0
Samuele Angori,it ITA,MF,Pisa,21.0,2003.0,35,30,"2,599",0,2,0,0,2,0,0.0,0.07,0.07,0.0,0.07,1.318560840561986,1.318560840561986,0.04531136909147718,0.04531136909147718,28.9,3,0.0,21.4,0.1,0.0,0.0,0.094182917182999,-1.318560840561986,-1.318560840561986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,0.0,0.0,0.0,0.0,0.0,0.0,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,17,54,3,0.0,0.0,0,0.0,0.0,0.0,0.0
Frank Anguissa,cm CMR,MF,Napoli,29.0,1995.0,18,14,"1,258",4,1,0,0,1,0,0.29,0.07,0.36,0.29,0.36,0.0,0.0,0.0,0.0,14.0,9,0.0,39.1,0.64,0.17,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,0.0,0.0,0.0,0.0,0.0,0.0,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,18,18,0,0.0,0.0,0,0.0,0.0,0.0,0.0
Faustino Anjorin,eng ENG,MF,Torino,23.0,2001.0,15,1,289,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.603797011077404,0.603797011077404,0.21062686432932698,0.21062686432932698,3.2,1,0.0,25.0,0.31,0.0,0.0,0.150949252769351,-0.603797011077404,-0.603797011077404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,8,1,1,0.0,0.0,0,0.0,0.0,0.0,0.0
Antonio Arena,it ITA,FW,Roma,16.0,2009.0,2,0,23,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1771794408559799,0.1771794408559799,0.839271035633589,0.839271035633589,0.3,0,0.0,0.0,0.0,0.0,0.0,0.08858972042798995,-0.1771794408559799,-0.1771794408559799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0.0,0.0,0,0.0,0.0,0.0,0.0
Juan Arizala,co COL,MF,Udinese,19.0,2005.0,10,1,191,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0271440297365188,0.0271440297365188,0.014121171539229434,0.014121171539229434,2.1,1,0.0,100.0,0.47,0.0,0.0,0.0271440297365188,-0.0271440297365188,-0.0271440297365188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0.0,0.0,0,0.0,0.0,0.0,0.0
Kristjan Asllani,al ALB,MF,Torino,23.0,2002.0,15,13,"1,129",0,0,0,1,3,0,0.0,0.0,0.0,0.0,0.0,1.1615827651694417,0.4002839298918843,0.09130344879061114,0.03146336566835772,12.5,4,0.0,20.0,0.32,0.0,0.0,0.020014196494594218,-1.1615827651694417,-0.4002839298918843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,0.0,0.0,0.0,0.0,0.0,0.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,7,14,0,0.0,0.0,0,0.0,0.0,0.0,0.0
Zachary Athekame,ch SUI,"MF,DF",Milan,20.0,2004.0,27,7,833,2,2,0,0,3,0,0.22,0.22,0.43,0.22,0.43,0.381818194873631,0.381818194873631,0.042740842709734814,0.042740842709734814,9.3,4,0.0,30.8,0.43,0.15,0.5,0.029370630374894693,1.618181805126369,1.618181805126369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,0.0,0.0,0.0,0.0,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,16,12,2,0.0,0.0,0,0.0,0.0,0.0,0.0
Arthur Atta,fr FRA,MF,Udinese,22.0,2003.0,32,29,"2,557",5,3,0,0,3,0,0.18,0.11,0.28,0.18,0.28,4.234897628426552,4.234897628426552,0.14801583944015131,0.14801583944015131,28.4,20,0.0,35.1,0.7,0.09,0.25,0.07429644962151845,0.7651023715734482,0.7651023715734482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,0.0,0.0,0.0,0.0,0.0,0.0,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,23,32,8,0.0,0.0,0,0.0,0.0,0.0,0.0
Emil Audero,id IDN,GK,Cremonese,28.0,1997.0,34,34,"3,060",0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,6,0,0.0,0.0,0,0.0,0.0,0.0,0.0
